Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
1249,Inhibition of TGF-beta 1 signaling in early colorectal cancer,27,5.575E-01,7.107E-01,5.575E-01,7.107E-01,5,"E-cadherin, p21, PI3K reg class IA, CEACAM5, AKT(PKB)",6.029E-01,7.480E-01,6,"p21, PI3K reg class IA, AKT(PKB), c-Myc, E-cadherin, CEACAM5",
1250,Stem cells_Cytotoxic effect of temozolomide on glioblastoma cells,27,5.575E-01,7.107E-01,5.575E-01,7.107E-01,5,"MutLalpha complex, MGMT, p21, Ubiquitin, SP1",7.706E-01,8.955E-01,5,"MutLalpha complex, p21, Ubiquitin, MGMT, SP1",
1251,Apoptosis and survival_Inhibition of ROS-induced apoptosis by 17beta-estradiol,44,5.631E-01,7.195E-01,7.090E-01,8.440E-01,7,"p38alpha (MAPK14), ESR1 (mitochondrial), p67-phox, Cytochrome c, ESR2 (nuclear), I-kB, Bcl-2",5.631E-01,7.195E-01,10,"ESR1 (mitochondrial), IKK (cat), Cytochrome c, ESR2 (nuclear), Rac1, I-kB, SOD1, Thioredoxin, PKC-delta, Bcl-2",
1252,Effect of H. pylori infection on apoptosis in gastric epithelial cells,53,5.643E-01,7.199E-01,7.696E-01,8.851E-01,8,"MHC class II, Aif, TRADD, Cytochrome c, FADD, I-kB, Bcl-2, PUMA",5.643E-01,7.199E-01,12,"MHC class II, IKK (cat), TRADD, Bak, Cytochrome c, FADD, I-kB, FasL(TNFSF6), PUMA, PARP-1, Aif, Bcl-2",
1253,Histidine-glutamate-glutamine metabolism,95,5.664E-01,7.202E-01,5.664E-01,7.202E-01,17,"GNA1, HUTU, NAD synthetase 1, HDC, DHE4, GLNA, HUTH, PYCS, GPT2, AL4A1, EARS2, P5CR1, AATM, DHE3, Proline oxidase 1, GABT, ALT1",7.783E-01,8.990E-01,19,"NAD synthetase 1, HUTH, EARS2, PPAT, DHE3, AATC, GFPT1, GLSL, Proline oxidase 1, GNA1, DHE4, GLNA, PYCS, GPT2, AL4A1, P5CR1, AATM, GABT, ALT1",
1254,Immune response_Inhibitory action of lipoxins on superoxide production induced by IL-8 and Leukotriene B4 in neutrophils,50,5.677E-01,7.211E-01,5.677E-01,7.211E-01,9,"G-protein alpha-i family, PAK1, p67-phox, LTBR1, IL8RA, IP3 receptor, p40-phox, PDK (PDPK1), PREX1",7.332E-01,8.651E-01,10,"PKC-zeta, IP3 receptor, PDK (PDPK1), G-protein alpha-i family, PAK1, LTBR1, IL8RA, p40-phox, PI3K reg class IB (p101), PREX1",
1255,Neurophysiological process_Delta-type opioid receptor in the nervous system,40,5.793E-01,7.334E-01,6.059E-01,7.550E-01,7,"G-protein alpha-i family, Adenylate cyclase type VI, PKA-reg (cAMP-dependent), PDE1B, IP3 receptor, Adenylate cyclase type II, Calmodulin",5.793E-01,7.334E-01,9,"Adenylate cyclase type VI, PKA-reg (cAMP-dependent), PDE1B, IP3 receptor, Adenylate cyclase type II, Delta-type opioid receptor, G-protein alpha-i family, Calmodulin, N-type Ca(II) channel alpha1B",
1256,Stem cells_NOTCH1-induced self-renewal of glioblastoma stem cells,40,5.793E-01,7.334E-01,6.059E-01,7.550E-01,7,"EGF, STAT3, DLL1, SOX2, HEY2, Cyclin D1, SP1",5.793E-01,7.334E-01,9,"EGF, DLL1, HEY1, DLL4, SOX2, HEY2, SMAD1, Cyclin D1, SP1",
1257,IL-1 beta- and Endothelin-1-induced fibroblast/ myofibroblast migration and extracellular matrix production in asthmatic airways,40,5.793E-01,7.334E-01,6.059E-01,7.550E-01,7,"PDGF-B, TIMP3, MMP-1, ERK1/2, AP-1, IL-1RI, ABCC5",5.793E-01,7.334E-01,9,"PDGF-B, TIMP3, ERK1/2, c-Jun/c-Fos, IL-1RI, MMP-1, c-Jun, AP-1, ABCC5",
1258,Inhibition of TGF-beta signaling in lung cancer,31,5.812E-01,7.338E-01,6.861E-01,8.252E-01,5,"p38alpha (MAPK14), p21, Rb protein, JNK(MAPK8-10), SP1",5.812E-01,7.338E-01,7,"p21, Rb protein, c-Myc, c-Jun, MKK7 (MAP2K7), JNK(MAPK8-10), SP1",
1259,Cell cycle_Sister chromatid cohesion,22,5.842E-01,7.364E-01,5.842E-01,7.366E-01,4,"TOP1, CHTF18, ESCO1, DCC1",5.857E-01,7.364E-01,5,"TOP1, Separase, CHTF18, ESCO1, DCC1",
1260,Role of fibroblasts in the sensitization phase of allergic contact dermatitis,22,5.842E-01,7.366E-01,5.842E-01,7.366E-01,4,"E-cadherin, AP-1, IL-1RI, SDF-1",7.733E-01,8.955E-01,4,"IL-1RI, SDF-1, E-cadherin, AP-1",
1261,Microsatellite instability in gastric cancer,22,5.842E-01,7.364E-01,5.842E-01,7.366E-01,4,"E-cadherin, MutLalpha complex, PMS2, MLH1",5.857E-01,7.364E-01,5,"MutLalpha complex, PMS2, E-cadherin, MSH3, MLH1",
1262,Neurophysiological process_Bitter taste signaling,28,5.921E-01,7.452E-01,5.921E-01,7.452E-01,5,"P2X2, P2Y2, T2R taste receptors, T2R47, Gustducin",6.411E-01,7.870E-01,6,"TRPM5, T2R47, P2X2, P2Y2, T2R taste receptors, Gustducin",
1263,DNA damage_Role of NFBD1 in DNA damage response,13,5.972E-01,7.449E-01,7.124E-01,8.446E-01,2,"Chk2, ATRIP",5.972E-01,7.449E-01,3,"Nibrin, Rad50, ATRIP",
1264,Role of IFN-beta in the improvement of blood-brain barrier integrity in multiple sclerosis,27,6.029E-01,7.480E-01,7.480E-01,8.727E-01,4,"c-Fos, ITGAL, AP-1, JNK(MAPK8-10)",6.029E-01,7.480E-01,6,"c-Fos, c-Jun/c-Fos, ITGAL, c-Jun, AP-1, JNK(MAPK8-10)",
1265,Regulatory T cells in murine model of contact hypersensitivity,27,6.029E-01,7.480E-01,7.480E-01,8.727E-01,4,"MHC class II, ENP1, Adenosine A2a receptor, E-selectin",6.029E-01,7.480E-01,6,"MHC class II, FasL(TNFSF6), ENP1, E-selectin, TCR alpha/beta, Adenosine A2a receptor",
1266,Th2-cytokines and IFN-mediated regulation of airway smooth muscle contraction,27,6.029E-01,7.480E-01,7.480E-01,8.727E-01,4,"STAT2, PI3K reg class IA (p85), STAT6, IL-4",6.029E-01,7.480E-01,6,"IRS-1, PI3K reg class IA (p85), IL-13, IL-4, STAT2, STAT6",
1267,Androstenedione and testosterone biosynthesis and metabolism p.3,40,6.059E-01,7.550E-01,6.059E-01,7.550E-01,7,"CYP11B1, AK1D1, SULT2B1, UGT2B28, AKR1C4, UGT2B4, UGT2B17",9.672E-01,1.000E+00,5,"CYP11B1, SULT2B1, UGT2B28, UGT2B4, UGT2B17",
1268,Neurophysiological process_Glucose-excited neurons of ventromedial nucleus (rodent model),32,6.178E-01,7.646E-01,7.139E-01,8.451E-01,5,"SUR1, HXK1, CACNA1C, Kir6.2, GABA-A receptor",6.178E-01,7.646E-01,7,"SUR1, GLUT4, Kir6.2, GABA-A receptor, HXK1, CACNA1C, N-type Ca(II) channel alpha1B",
1269,CoA biosynthesis,52,6.180E-01,7.688E-01,6.180E-01,7.688E-01,9,"PPCS, PANK3, ENPP1, MMSA, PTE1, PTE2, CTE1, COASY, ACSL3",7.787E-01,8.990E-01,10,"PPCS, ENPP1, PTE1, CTE1, COASY, ACSL3, ACSL1, PANK3, MMSA, PTE2",
1270,Immune response_T regulatory cell-mediated modulation of effector T cell and NK cell functions,55,6.209E-01,7.678E-01,6.874E-01,8.252E-01,9,"PKA-reg (cAMP-dependent), DAB2, NKp30, DLL1, FOXP3, Connexin 43, eIF2S1, ENP1, Adenosine A2a receptor",6.209E-01,7.678E-01,12,"ATF-4, PKA-reg (cAMP-dependent), DAB2, Perforin, DLL1, FOXP3, FasL(TNFSF6), eIF2S1, ENP1, IL-2R alpha chain, DLL4, Adenosine A2a receptor",
1271,Putative roles of SETDB1 and PLU-1 in melanoma,23,6.215E-01,7.705E-01,6.215E-01,7.705E-01,4,"SETDB1, PLU-1, Rb protein, MED25",8.038E-01,9.202E-01,4,"Rb protein, SETDB1, PLU-1, MED25",
1272,Prostate Cancer: candidate susceptibility genes in inflammatory pathways,29,6.251E-01,7.737E-01,6.251E-01,7.737E-01,5,"IL8RA, PDF, RNaseL, IL-1RI, IL-6 receptor",8.241E-01,9.348E-01,5,"IL-1RI, IL8RA, PDF, RNaseL, IL-6 receptor",
1273,Role of IL-17-producing T cells in allergic contact dermatitis,23,6.285E-01,7.765E-01,8.146E-01,9.164E-01,3,"CD80, MHC class II, MGF",6.285E-01,7.765E-01,5,"MHC class II, FasL(TNFSF6), Beta-defensin 2, MGF, TCR alpha/beta",
1274,Plasminogen activators signaling in pancreatic cancer,35,6.292E-01,7.756E-01,6.292E-01,7.756E-01,6,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, c-Raf-1, IL-1RI",7.162E-01,8.511E-01,7,"GRB2, H-Ras, ERK1/2, Angiostatin, Plasminogen, IL-1RI, Plasmin",
1275,Glycogen metabolism,37,6.310E-01,7.777E-01,9.234E-01,9.953E-01,4,"HXK1, GYS1, HXK2, PYGM",6.310E-01,7.777E-01,8,"GYS2, GALM, HXK2, HXK3, HXK1, GPI, GYS1, PYGM",
1276,Attenuation of IFN type I signaling in melanoma cells,37,6.310E-01,7.777E-01,6.849E-01,8.252E-01,6,"p38alpha (MAPK14), STAT2, p21, STAT3, IFN-alpha, Filamin B (TABP)",6.310E-01,7.777E-01,8,"p21, Rac1, IFN-alpha, c-Myc, STAT2, c-Jun, MEKK1(MAP3K1), Filamin B (TABP)",
1277,"Mechanism of Pioglitazone and Rosiglitazon action in Diabetes mellitus, Type 2",5,6.324E-01,7.789E-01,6.324E-01,7.789E-01,1,RXRA,7.258E-01,8.598E-01,1,RXRA,
1278,Aminosugar metabolism,60,6.325E-01,7.789E-01,8.749E-01,9.611E-01,8,"GNA1, Sialic acid synthase, PGM3, HXK1, GALK2, GLUT1, SLC35A1, CMAS",6.325E-01,7.789E-01,13,"Sialic acid synthase, PGM3, GALK2, GLUT4, GFPT1, CMAS, GNA1, GALE, HXK1, GPI, GLUT1, UAP1, SLC35A1",
1279,Mechanisms of deltaF508 CFTR activation by S-nitrosoglutathione,47,6.378E-01,7.823E-01,6.378E-01,7.823E-01,8,"HSP90 alpha, CFTR, Csp, eNOS, TXNRD2, SP1, HSP90, HSP70",6.540E-01,7.968E-01,10,"HSP90 alpha, Sti1, SOD1, Csp, HSP90, HSP70, HSC70, eNOS, TXNRD2, SP1",
1280,Transport_GPR40 signaling pathway in beta cells,47,6.378E-01,7.823E-01,6.378E-01,7.823E-01,8,"GNA1, PGM3, G-protein alpha-q/11, IP3 receptor, CACNA1D, GLUT1, PRKD1, PLC-beta",6.540E-01,7.968E-01,10,"PGM3, G-protein alpha-q/11, IP3 receptor, PLC-beta, GFPT1, GNA1, CACNA1D, GLUT1, PRKD1, UAP1",
1281,Renal tubulointerstitial injury in Lupus Nephritis ,65,6.504E-01,7.965E-01,6.504E-01,7.965E-01,11,"MHC class II, CCR7, TRAF2, CCR2, CXCR5, TRADD, I-kB, IFN-alpha, CCR5, CD40(TNFRSF5), CD40L(TNFSF5)",8.374E-01,9.420E-01,12,"MHC class II, CCR2, IKK (cat), TRADD, I-kB, IKK-alpha, IFN-alpha, CCR5, CCR7, TRAF2, CD40(TNFRSF5), TCR alpha/beta",
1282,Development_BMP signaling,33,6.526E-01,7.968E-01,7.399E-01,8.656E-01,5,"Chordin, BMP7, Tob1, MEK6(MAP2K6), p38 MAPK",6.526E-01,7.968E-01,7,"Chordin, Tob1, MEK6(MAP2K6), BMP7, TAB1, SMAD1, p38 MAPK",
1283,The innate immune response to contact allergens,33,6.526E-01,7.968E-01,8.735E-01,9.610E-01,4,"AP-1, CARD5, IL-1RI, HSP70",6.526E-01,7.968E-01,7,"CARD8, MyD88, CARD5, IL-1RI, HSP70, Thioredoxin, AP-1",
1284,Development_Role of proteases in hematopoietic stem cell mobilization,18,6.594E-01,8.008E-01,6.594E-01,8.008E-01,3,"MGF, Cathepsin K, SDF-1",8.136E-01,9.292E-01,3,"SDF-1, MGF, Cathepsin K",
1285,Immune response_ETV3 affect on CSF1-promoted macrophage differentiation,19,6.596E-01,8.030E-01,6.965E-01,8.312E-01,3,"MSK1/2 (RPS6KA5/4), DDX20, p38 MAPK",6.596E-01,8.030E-01,4,"MSK1/2 (RPS6KA5/4), c-Myc, DDX20, p38 MAPK",
1286,Tyrosine metabolism p.2 (melanin),83,6.623E-01,8.026E-01,6.623E-01,8.026E-01,14,"HGD, AOC2, TAT, DDC, TYRP1, AATM, FAAA, AL3A1, AOX1, ACAA1, AOC3, PERT, ABP1, HPD",8.144E-01,9.294E-01,16,"TAT, DDC, AATC, MAAI, AOX1, PERT, HGD, AOC2, TYRP1, AATM, FAAA, ACAA1, AOC3, ABP1, HPD, MAOB",
1287,Eosinophil-derived cytokines in airway remodeling in asthma,38,6.631E-01,8.060E-01,7.106E-01,8.440E-01,6,"PDGF-B, MMP-17, ERK1/2, Amphiregulin, Angiogenin, p38 MAPK",6.631E-01,8.060E-01,8,"PDGF-B, ERK1/2, IL-3, Amphiregulin, MMP-17, PKC-delta, Angiogenin, p38 MAPK",
1288,Pyruvate metabolism,66,6.675E-01,8.107E-01,7.817E-01,8.949E-01,10,"MPC1, SLC25A1, SLC25A10, PDH beta, ME1, LDHD, PPCKM, PYC, MCT3, MPC2",6.675E-01,8.107E-01,14,"SLC25A11, SLC25A1, SLC25A10, PDH beta, PDH, ME1, PPCKM, MDH2, MPC1, PDH alpha, LDHD, PYC, MCT3, MPC2",
1289,Triacylglycerol metabolism p.1,60,6.681E-01,8.089E-01,6.681E-01,8.089E-01,10,"ALD9A1, AKR7A2, GPD1, GKP3, ALDH2, AKR1C4, GLPK, ACSL3, ALDX, PLCC",8.365E-01,9.420E-01,11,"AKR7A2, ACSL3, ALDX, PLCC, ACSL1, ALD9A1, AL3A2, GPD1, GKP3, ALDH2, GLPK",
1290,Role of Insulin in regulation of eating behavior in obesity,43,6.727E-01,8.144E-01,8.172E-01,9.172E-01,6,"Insulin processed, NFKBIA, Acyl-CoA synthetase, Insulin receptor, IKK-beta, AKT(PKB)",6.727E-01,8.144E-01,9,"Insulin processed, IRS-1, SOD1, Insulin receptor, AKT(PKB), PTP-1B, NFKBIA, Acyl-CoA synthetase, IKK-beta",
1291,Mechanism of action of CCR4 antagonists in asthma and atopic dermatitis (Variant 1),34,6.854E-01,8.263E-01,7.642E-01,8.816E-01,5,"CCL22, CCL17, G-protein alpha-i family, IP3 receptor, PIPKI gamma",6.854E-01,8.263E-01,7,"CCL22, CCL17, IP3 receptor, CALDAG-GEFI, PKC-delta, G-protein alpha-i family, PIPKI gamma",
1292,CCR4-dependent immune cell chemotaxis in asthma and atopic dermatitis ,34,6.854E-01,8.263E-01,7.642E-01,8.816E-01,5,"CCL22, CCL17, G-protein alpha-i family, IP3 receptor, PIPKI gamma",6.854E-01,8.263E-01,7,"CCL22, CCL17, IP3 receptor, CALDAG-GEFI, PKC-delta, G-protein alpha-i family, PIPKI gamma",
1293,Chemotaxis_CCR4-induced chemotaxis of immune cells,34,6.854E-01,8.263E-01,7.642E-01,8.816E-01,5,"CCL22, CCL17, G-protein alpha-i family, IP3 receptor, PIPKI gamma",6.854E-01,8.263E-01,7,"CCL22, CCL17, IP3 receptor, CALDAG-GEFI, PKC-delta, G-protein alpha-i family, PIPKI gamma",
1294,PDE4 regulation of cyto/chemokine expression in arthritis,49,6.860E-01,8.252E-01,6.860E-01,8.252E-01,8,"cAMP-GEFI, PKA-reg (cAMP-dependent), CUX1, PDE4, I-kB, Rap1GAP1, GSK3 alpha/beta, AKT(PKB)",7.082E-01,8.477E-01,10,"cAMP-GEFI, PKA-reg (cAMP-dependent), IKK (cat), CUX1, CARD8, I-kB, GSK3 alpha/beta, AKT(PKB), PDE4, Rap1GAP1",
1295,Arachidonic acid metabolites production in alveolar macrophages in asthma,31,6.861E-01,8.252E-01,6.861E-01,8.252E-01,5,"PLA2(hGIIA), cPLA2, IL-4, CD23, ALOX15",7.417E-01,8.717E-01,6,"cPLA2, IL-13, IL-4, CD23, PLA2(hGIIA), ALOX15",
1296,UMP biosynthesis,19,6.965E-01,8.312E-01,6.965E-01,8.312E-01,3,"CPSM, OPRT, DHODH",8.425E-01,9.442E-01,3,"CPSM, OPRT, DHODH",
1297,Development_TGF-beta-induction of EMT via ROS,20,7.013E-01,8.422E-01,7.305E-01,8.594E-01,3,"p38alpha (MAPK14), GRB2, p38 MAPK",7.013E-01,8.422E-01,4,"GRB2, Rac1, SOD1, p38 MAPK",
1298,HCV-mediated liver damage and predisposition to HCC via cell stress,63,7.059E-01,8.469E-01,7.288E-01,8.594E-01,10,"p38alpha (MAPK14), gp130, XBP1, Cytochrome c, STAT3, IL-1RI, IP3R1, IRE1, HSP60, IL-6 receptor",7.059E-01,8.469E-01,13,"gp130, XBP1, Bak, Cytochrome c, SOD1, MyD88, IL-1RI, IRE1, HSP60, c-Myc, PARP-1, IP3R1, IL-6 receptor",
1299,Axonal degeneration in multiple sclerosis,49,7.082E-01,8.477E-01,8.102E-01,9.121E-01,7,"NCX2, CACNA1C, UCP2, NCX3, CACNA1D, ATP1A3, COX IV",7.082E-01,8.477E-01,10,"UCP2, NCX3, ATP1A3, COX IV, NCX2, NDUFA6, CACNA1C, CACNA1D, Neurofascin, N-type Ca(II) channel alpha1B",
1300,Glucocorticoid-induced elevation of intraocular pressure as glaucoma risk factor,62,7.095E-01,8.440E-01,7.095E-01,8.440E-01,10,"ROR2, MMP-1, Alpha-actinin, PAK1, Srp40, FGFR1, Filamin B (TABP), FAK1, Cdt6 (angiopoietin-like), MLCK",9.623E-01,1.000E+00,9,"Srp40, FGFR1, Rac1, MLCK, ROR2, MMP-1, PAK1, Filamin B (TABP), FAK1",
1301,Substance P-mediated inflammation and pain in Sickle cell disease,38,7.106E-01,8.440E-01,7.106E-01,8.440E-01,6,"Substance P extracellular region, ITGAM, IP3 receptor, PLC-beta, IL-1RI, E-selectin",7.958E-01,9.166E-01,7,"Substance P extracellular region, IP3 receptor, PLC-beta, IL-1RI, E-selectin, ITGAM, G-protein alpha-q",
1302,Development_Neural stem cell lineage commitment (schema),38,7.106E-01,8.440E-01,7.106E-01,8.440E-01,6,"PLP1, SHH, DLL1, ATP1A2, BAG-1, CNTN6",7.958E-01,9.166E-01,7,"PLP1, DLL1, BAG-1, SHH, ATP1A2, MAG, CNTN6",
1303,Role of SHH and Notch in SCLC,30,7.106E-01,8.479E-01,8.196E-01,9.172E-01,4,"hASH1, SHH, DLL1, SUFU",7.106E-01,8.479E-01,6,"DLL1, SUFU, hASH1, MAML1, SHH, SYP",
1304,Hypoxia-induced EMT in cancer and fibrosis,13,7.124E-01,8.446E-01,7.124E-01,8.446E-01,2,"E-cadherin, E2A",8.327E-01,9.416E-01,2,"E2A, E-cadherin",
1305,Immunological synapse between dendritic and CD8+ T cells in allergic contact dermatitis,32,7.139E-01,8.451E-01,7.139E-01,8.451E-01,5,"CD80, ICOS-L, AP-1, CD2, CD27(TNFRSF7)",7.703E-01,8.955E-01,6,"ICOS-L, NF-AT1(NFATC2), CD27(TNFRSF7), ICOS, AP-1, TCR alpha/beta",
1306,Immune response_Inflammasome in inflammatory response,35,7.162E-01,8.511E-01,7.867E-01,8.965E-01,5,"CARD9, I-kB, CARD5, IL-1RI, Nod2 (CARD15)",7.162E-01,8.511E-01,7,"CARD9, IKK (cat), CARD8, I-kB, CARD5, IL-1RI, Nod2 (CARD15)",
1307,NALP3 inflammasome activation in age-related macular degeneration (AMD),35,7.162E-01,8.511E-01,9.657E-01,1.000E+00,3,"VDAC 2, Ubiquitin, CARD5",7.162E-01,8.511E-01,7,"VDAC 2, CARD8, Ubiquitin, CARD5, FasL(TNFSF6), Thioredoxin, Dicer",
1308,Glyoxylate metabolism,26,7.198E-01,8.515E-01,7.198E-01,8.515E-01,4,"AGXT, SAT-1, GRHPR, AGT2",8.757E-01,9.719E-01,4,"AGXT, SAT-1, AGT2, GRHPR",
1309,Memory CD8+ T cells in allergic contact dermatitis,40,7.218E-01,8.558E-01,7.576E-01,8.795E-01,6,"CCL17, CCR7, AP-1, IL-1RI, IL-2R beta chain, E-selectin",7.218E-01,8.558E-01,8,"CCL17, NF-AT1(NFATC2), IL-1RI, E-selectin, CCR7, AP-1, IL-2R beta chain, TCR alpha/beta",
1310,Galactose metabolism,63,7.288E-01,8.594E-01,7.288E-01,8.594E-01,10,"LPH, GALK1, HXK1, G6PT, GALK2, GYS1, Glycogen phosphorylase, HXK2, GALT, PYGM",8.037E-01,9.202E-01,12,"LPH, GALK1, GYS2, GALK2, HXK2, GALT, HXK3, GALE, HXK1, GYS1, Glycogen phosphorylase, PYGM",
1311,Propionate metabolism p.2,63,7.288E-01,8.594E-01,7.288E-01,8.594E-01,10,"ACACA, SCS-G, MMSA, DCMC, SUCLG2, ACSA, ACACB, HCDH, GABT, SUCLG1",8.037E-01,9.202E-01,12,"SCS-G, DCMC, SUCLG2, ACSA, ACACB, HCDH, SUCLG1, SCS-A, MMSA, HADHB, HIBCH, GABT",
1312,Vascular endothelial cell damage in SLE,63,7.288E-01,8.594E-01,7.288E-01,8.594E-01,10,"C5aR, TRAF2, ERK1/2, ADAM-TS13, IFN-alpha, IL-1RI, JNK(MAPK8-10), von Willebrand factor, p38 MAPK, E-selectin",8.800E-01,9.746E-01,11,"ERK1/2, ADAM-TS13, IFN-alpha, IL-1RI, von Willebrand factor, E-selectin, C5aR, TRAF2, Caspase-7, JNK(MAPK8-10), p38 MAPK",
1313,PR action in breast cancer: stimulation of metastasis,20,7.305E-01,8.594E-01,7.305E-01,8.594E-01,3,"PR (membrane), PR (nuclear), FAK1",8.674E-01,9.641E-01,3,"PR (membrane), PR (nuclear), FAK1",
1314,Regulation of lipid metabolism_Regulation of fatty acid synthesis: NLTP and EHHADH,20,7.305E-01,8.594E-01,7.305E-01,8.594E-01,3,"SCPX, ECHS1, ACAA1",8.674E-01,9.641E-01,3,"SCPX, ECHS1, ACAA1",
1315,Complement pathway disruption in thrombotic microangiopathy,39,7.349E-01,8.611E-01,7.349E-01,8.611E-01,6,"C5aR, cPKC (conventional), MCP, Calmodulin, PKC, von Willebrand factor",8.183E-01,9.303E-01,7,"von Willebrand factor, C3aR, C5aR, cPKC (conventional), MCP, Calmodulin, PKC",
1316,Butanoic acid metabolism,39,7.349E-01,8.611E-01,7.349E-01,8.611E-01,6,"PTE1, SLC5A12, HCD2, HCDH, ECHS1, ABCG2",8.183E-01,9.303E-01,7,"PTE1, HCDH, ECHS1, SLC5A12, SLC5A8, HCD2, ABCG2",
1317,Immune response_Immunological synapse formation,55,7.387E-01,8.699E-01,9.497E-01,1.000E+00,6,"CD80, MHC class II, URP2, PI3K reg class IA (p85), CD3, WASP",7.387E-01,8.699E-01,11,"MHC class II, URP2, Rac1, PI3K reg class IA (p85), ZAP70, ITK, WASP, CALDAG-GEFI, C3G, LAT, TCR alpha/beta",
1318,Probable BMP4-mediated induction of EMT in airway epithelium,21,7.392E-01,8.699E-01,7.614E-01,8.816E-01,3,"E-cadherin, SNAI3, Plakoglobin",7.392E-01,8.699E-01,4,"SNAI3, E-cadherin, SMAD1, Plakoglobin",
1319,Aflatoxin B1-dependent induction of HCC,33,7.399E-01,8.656E-01,7.399E-01,8.656E-01,5,"K-RAS, CYP1A2, IGF-1 receptor, SP1, CYP3A4",7.965E-01,9.166E-01,6,"IRS-1, CYP1A2, IGF-1 receptor, K-RAS, TBP, SP1",
1320,Endothelial cell apoptosis in COPD,36,7.448E-01,8.733E-01,8.075E-01,9.104E-01,5,"PI3K reg class IA, Bcl-2, eNOS, AKT(PKB), PDK (PDPK1)",7.448E-01,8.733E-01,7,"BAD, PI3K reg class IA, AKT(PKB), PDK (PDPK1), Caspase-7, Bcl-2, eNOS",
1321,Glycolysis and gluconeogenesis,94,7.483E-01,8.727E-01,7.483E-01,8.727E-01,15,"PFKM, PGAM2, HXK1, G6PT, PFKL, IGRP, F16P, GLUT1, ALDOA, G6PC3, PGK2, HXK2, LDH6A, PYC, ENO4",7.618E-01,8.912E-01,19,"PFKL, G3PT, GALM, GLUT4, F16P, LDHC, PGK2, HXK2, LDH6A, G3P2, PFKM, HXK3, HXK1, GPI, GLUT1, ALDOA, G6PC3, PYC, ENO4",
1322,Serotonin - melatonin biosynthesis and metabolism,46,7.525E-01,8.762E-01,7.532E-01,8.762E-01,7,"DDC, INMT, CYP1A2, ALDH2, HIOM, AOX1, ALDX",7.525E-01,8.810E-01,9,"DDC, INMT, CYP1A2, HIOM, AOX1, CYP2C19, ALDX, ALDH2, MAOB",
1323,Anandamide biosynthesis and metabolism,46,7.532E-01,8.762E-01,7.532E-01,8.762E-01,7,"PLC-delta, HRSL5, PLA2(hGIIA), PLC-beta, PLA2G10, FAAH, PLA2G5",8.548E-01,9.543E-01,8,"HRSL5, PLA2G1B, PLC-beta, PLA2G10, FAAH, PLC-delta, PLA2(hGIIA), PLA2G5",
1324,G-protein signaling_Rap2B regulation pathway,7,7.537E-01,8.762E-01,7.537E-01,8.762E-01,1,MR-GEF,8.366E-01,9.420E-01,1,MR-GEF,
1325,Leukotriene 4 biosynthesis and metabolism,40,7.576E-01,8.795E-01,7.576E-01,8.795E-01,6,"LTC4S, CYP4F12, GGT1, CYP4F2, LTA4H, DPEP2",9.201E-01,1.000E+00,6,"CYP4F12, GGT1, CYP4F2, AL3A2, LTA4H, DPEP2",
1326,Immune response_The effect of IDO1 on T cell metabolism,89,7.627E-01,8.816E-01,7.627E-01,8.816E-01,14,"PFKM, ACACA, G6PD, CISY, DHE4, p21, Arylformamidase, GLUT1, ACLY, DHE3, HXK2, SLC38A1, MDM2, eIF2S1",8.314E-01,9.410E-01,17,"CISY, p21, Arylformamidase, TIGAR (C12orf5), PDH, DHE3, HXK2, ASCT2 (SLC1A5), GLSL, MDM2, eIF2S1, PFKM, G6PD, DHE4, GLUT1, ACLY, SLC38A1",
1327,Regulation of CFTR gating (normal and CF),34,7.642E-01,8.816E-01,7.642E-01,8.816E-01,5,"CFTR, AMPK gamma1, PKA-reg (cAMP-dependent), PDE4D, Adenylate cyclase",9.678E-01,1.000E+00,4,"PKA-reg (cAMP-dependent), PDE4D, Adenylate cyclase, AMPK gamma1",
1328,L-Methionine metabolism,59,7.669E-01,8.833E-01,7.669E-01,8.833E-01,9,"DNMT3B, MTR, MAT1A, DNMT3A, SAHH, APIP, SLC38A1, SLC6A20, ENOPH1",8.938E-01,9.807E-01,10,"DNMT3B, MAT1A, MTR, DNMT3A, SAHH, APIP, SLC38A1, CCBL2, MAT2A, ENOPH1",
1329,Neurophysiological process_GABA-B receptor-mediated regulation of glutamate signaling in Purkinje cells,27,7.706E-01,8.955E-01,8.912E-01,9.740E-01,3,"G-protein alpha-i family, GBR2, IP3 receptor",7.706E-01,8.955E-01,5,"PLC-beta1, IP3 receptor, G-protein alpha-i family, GBR2, G-protein alpha-q",
1330,Neurophysiological process_Sweet taste signaling,27,7.706E-01,8.955E-01,8.912E-01,9.740E-01,3,"P2X2, P2Y2, Gustducin",7.706E-01,8.955E-01,5,"TRPM5, TAS1R3, P2X2, P2Y2, Gustducin",
1331,Sulfur metabolism,42,7.733E-01,8.955E-01,7.988E-01,9.027E-01,6,"GSHB, HSCO, PAPSS2, SUOX, AATM, SQRDL",7.733E-01,8.955E-01,8,"GSHB, SUOX, AATC, THTM, HSCO, PAPSS2, AATM, SQRDL",
