Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
11,Development_Regulation of cytoskeleton proteins in oligodendrocyte differentiation and myelination,59,3.946E-13,7.379E-11,3.946E-13,7.379E-11,48,"CNTN1 (F3), CDK5R1 (p35), CDK5, NCAM1, alpha-6/beta-1 integrin, chTOG, HDAC6, KLHL2, PDGF-R-alpha, LIMK1, Gelsolin, VAV-1, Rac1, MLCP (reg), PCBP-1, Laminin 2, MAP2, L1CAM, TPPP (p24), ERMN, CDC42, Actin cytoskeletal, Fyn, PDGF receptor, WASF1(WAVE1), Tubulin (in microtubules), MLCP (cat), Tubulin beta, RhoA, MAP-1B, ROCK2, PDGF-A, Myosin II, hnRNP A2, Paxillin, Myelin basic protein, Tubulin alpha, MAP4, CNP1, PTPR-alpha, N-WASP, MRLC, Tubulin beta 4, MAG, CDK5R2 (p39), MELC, WASF2, Cofilin",1.007E-10,5.379E-09,43,"CNTN1 (F3), CDK5R1 (p35), CDK5, NCAM1, alpha-6/beta-1 integrin, chTOG, HDAC6, KLHL2, PDGF-R-alpha, LIMK1, Gelsolin, VAV-1, MLCP (reg), Laminin 2, MAP2, L1CAM, TPPP (p24), ERMN, CDC42, Actin cytoskeletal, Fyn, PDGF receptor, WASF1(WAVE1), Tubulin (in microtubules), MLCP (cat), Tubulin beta, RhoA, MAP-1B, ROCK2, PDGF-A, Myosin II, hnRNP A2, Myelin basic protein, Tubulin alpha, MAP4, CNP1, PTPR-alpha, MRLC, Tubulin beta 4, CDK5R2 (p39), MELC, WASF2, Cofilin",
12,Transcription_HIF-1 targets,95,4.523E-13,7.518E-11,4.523E-13,7.518E-11,68,"NIX, TGF-beta 1, EG-VEGF, PLGF, Oct-3/4, P4HA2, REDD1, VEGF-A, Cyclin G2, 5'-NTD, GLUT3, ENO1, MSH6, Carbonic anhydrase IX, PGK1, MDR1, AK3, IBP3, FECH, Adipophilin, F263, Endothelin-1, Nucleophosmin, MMP-2, PLAUR (uPAR), WT1, Alpha-1B adrenergic receptor, DEC1 (Stra13), ALDOC, c-Myc, Mcl-1, CXCR4, LRP1, TERT, PKM2, G3P2, ARNT, Heme oxygenase 1, TGF-beta 2, DEC2, Ceruloplasmin, iNOS, Lysyl oxidase, Adrenomedullin, HIF1A, HIF-1, GPI, Endoglin, P4HA1, FGF2, Angiopoietin 2, IBP1, Thrombospondin 1, TfR1, Mxi1, MSH2, Transferrin, LOXL2, TGM2, Galectin-1, NOXA, CTGF, MCT4, LDHA, p53, HGF receptor (Met), MMP-9, PAI1",7.344E-11,4.295E-09,61,"PDK1, NIX, TGF-beta 1, EG-VEGF, PLGF, Oct-3/4, P4HA2, REDD1, VEGF-A, 5'-NTD, GLUT3, ENO1, MSH6, Carbonic anhydrase IX, PGK1, MDR1, AK3, IBP3, Adipophilin, F263, Endothelin-1, MMP-2, PLAUR (uPAR), WT1, Alpha-1B adrenergic receptor, DEC1 (Stra13), ALDOC, Mcl-1, CXCR4, LRP1, TERT, PKM2, Heme oxygenase 1, TGF-beta 2, DEC2, Ceruloplasmin, iNOS, Lysyl oxidase, ROR-alpha, Adrenomedullin, HIF1A, Endoglin, P4HA1, FGF2, Angiopoietin 2, IBP1, Thrombospondin 1, TfR1, MSH2, Transferrin, LOXL2, TGM2, Galectin-1, NOXA, CTGF, MCT4, LDHA, p53, HGF receptor (Met), MMP-9, PAI1",
13,Glucocorticoid-induced elevation of intraocular pressure as glaucoma risk factor,62,1.205E-12,2.359E-10,1.171E-11,7.617E-10,48,"TRIO, Laminin 5, C/EBP zeta, GCR Beta, GCR, PI3K cat class IA (p110-beta), Elastin, Antileukoproteinase 1, Syndecan-4, Alpha-actinin, CLIM1, Fibronectin, PKC-epsilon, LAMA1, Rac1, PLAT (TPA), alpha-V/beta-3 integrin, MMP-2, SENP1, CDC42, Actin cytoskeletal, Collagen IV, Stromelysin-1, c-Src, MLCK, RhoA, ITGB1, PI3K cat class IA, PI3K reg class IA (p85-alpha), ITGB3, EGFR, SERPINA3 (ACT), Laminin 1, Thrombospondin 1, alpha-V/beta-5 integrin, RhoGDI alpha, COX-2 (PTGS2), ROCK, WNT5A, COL4A1, Myocilin, WNT2, GCR Alpha, Filamin A, LAMB3, HGF receptor (Met), PAI1, CD47",1.205E-12,2.359E-10,47,"TRIO, Laminin 5, C/EBP zeta, GCR Beta, GCR, PI3K cat class IA (p110-beta), Elastin, Antileukoproteinase 1, Syndecan-4, Alpha-actinin, CLIM1, Fibronectin, PKC-epsilon, LAMA1, PLAT (TPA), alpha-V/beta-3 integrin, MMP-2, SENP1, CDC42, Actin cytoskeletal, Collagen IV, Stromelysin-1, c-Src, MLCK, RhoA, ITGB1, PI3K cat class IA, PI3K reg class IA (p85-alpha), ITGB3, EGFR, SERPINA3 (ACT), Laminin 1, Thrombospondin 1, RhoGDI alpha, COX-2 (PTGS2), ROCK, WNT5A, COL4A1, Myocilin, WNT2, Cdt6 (angiopoietin-like), GCR Alpha, Filamin A, LAMB3, HGF receptor (Met), PAI1, CD47",
14,Oxidative stress_ROS-induced cellular signaling,108,1.497E-12,2.036E-10,1.497E-12,2.036E-10,74,"Casein kinase II, alpha chains, HES5, ERK1/2, EGR1, VEGF-A, PKA-reg (cAMP-dependent), Bak, Carbonic anhydrase IX, Syk, IL-1 beta, Bax, PAX5, GSK3 beta, FTL, IKK-alpha, FTH1, IRP2, IL-6, SENP1, GADD45 alpha, NF-kB, AKT(PKB), Catalase, NF-kB p50/p65, Cyclin B1, c-Src, Suv39H1, TNF-alpha, NOTCH1 (NICD), Thioredoxin, Heme oxygenase 1, PLK3 (CNK), RelA (p65 NF-kB subunit), iNOS, KEAP1, Adrenomedullin, IRP1, PKA-cat alpha, HIF1A, IL-8, SRX1, AMPK alpha subunit, Pin1, NIK(MAP3K14), Isoform p66 Shc, p300, JNK1(MAPK8), GSTP1, TfR1, COX-2 (PTGS2), ELAVL1 (HuR), HSF1, PKC-beta, NOTCH3 (3ICD), GPX1, PKC, MEKK1(MAP3K1), HES1, ATM, DLC1 (Dynein LC8a), c-Abl, NOXA, JNK(MAPK8-10), HIF-prolyl hydroxylase, HDAC1, SAE2, p53, NRF2, ADAM17, p38 MAPK, APEX, PAI1, mTOR, NALP3",8.278E-11,4.584E-09,67,"Casein kinase II, alpha chains, p38alpha (MAPK14), HES5, ERK1/2, VEGF-A, Carbonic anhydrase IX, Syk, IL-1 beta, Bax, PAX5, GSK3 beta, FTL, FTH1, IL-6, SENP1, GADD45 alpha, NF-kB, AKT(PKB), Catalase, NF-kB p50/p65, Cyclin B1, c-Src, TNF-alpha, NOTCH1 (NICD), Heme oxygenase 1, PLK3 (CNK), Chk2, RelA (p65 NF-kB subunit), iNOS, KEAP1, Adrenomedullin, IRP1, PKA-cat alpha, HIF1A, IL-8, SRX1, AMPK alpha subunit, Pin1, NIK(MAP3K14), Isoform p66 Shc, Glutaredoxin 1, p300, JNK1(MAPK8), GSTP1, TfR1, COX-2 (PTGS2), ELAVL1 (HuR), PKC-beta, NOTCH3 (3ICD), GPX1, PKC, HES1, ATM, c-Abl, NOXA, JNK(MAPK8-10), HIF-prolyl hydroxylase, HDAC1, SAE2, p53, NRF2, ADAM17, p38 MAPK, APEX, PAI1, mTOR, NALP3",
15,"Signal transduction_Angiotensin II/AGTR1 signaling via Notch, Beta-catenin and NF-kB pathways",76,2.160E-12,3.229E-10,3.895E-11,2.081E-09,55,"COL1A1, CBP, NOTCH1 receptor, HES5, CCL2, TCF7L2 (TCF4), ROCK1, ERK1/2, Beta-catenin, VEGF-A, TRPC6, Angiotensin II, Fibronectin, Rac1, I-kB, GSK3 beta, NF-kB2 (p100), IKK-alpha, PLC-gamma 1, MMP-2, Axin2, IL-6, NF-kB, ERK2 (MAPK1), AKT(PKB), NF-kB p50/p65, RBP-J kappa (CBF1), c-Myc, TAK1(MAP3K7), NOTCH1 (NICD), RhoA, HEY1, RelA (p65 NF-kB subunit), NF-kB2 (p52), IL-8, TRAF6, CARD10/BCL10/MALT1, NIK(MAP3K14), p300, NOTCH3 (3ICD), PKC, HES1, WISP1, ACTA2, Angiotensinogen, SNAIL1, NCOA1 (SRC1), CTGF, NOTCH1 (NEXT), ADAM17, p38 MAPK, MMP-9, PKA-cat (cAMP-dependent), mTOR, NOTCH3",2.160E-12,3.229E-10,54,"COL1A1, CBP, NOTCH1 receptor, HES5, CCL2, TCF7L2 (TCF4), ROCK1, ERK1/2, Beta-catenin, VEGF-A, TRPC6, Angiotensin II, Fibronectin, YAP1 (YAp65), I-kB, GSK3 beta, NF-kB2 (p100), PLC-gamma 1, MMP-2, Axin2, IL-6, NF-kB, ERK2 (MAPK1), AKT(PKB), NF-kB p50/p65, RBP-J kappa (CBF1), TAK1(MAP3K7), NOTCH1 (NICD), RhoA, RelA (p65 NF-kB subunit), NF-kB2 (p52), IL-8, TRAF6, CARD10/BCL10/MALT1, p90RSK1, NIK(MAP3K14), p300, NOTCH3 (3ICD), PKC, HES1, WISP1, Connexin 43, ACTA2, Angiotensinogen, SNAIL1, NCOA1 (SRC1), CTGF, NOTCH1 (NEXT), ADAM17, p38 MAPK, MMP-9, PKA-cat (cAMP-dependent), mTOR, NOTCH3",
16,TGF-beta 1-mediated induction of EMT in normal and asthmatic airway epithelium,44,2.997E-12,3.449E-10,2.997E-12,3.449E-10,38,"COL1A1, TGF-beta 1, CD44, BMP4, SMAD4, SMAD2, Fibronectin, Vimentin, IL-1 beta, Tenascin-C, MMP-2, TWIST1, TAK1(MAP3K7), TNF-alpha, N-cadherin, SMAD7, ITGB3, ETS1, TGF-beta receptor type II, ZO-1, c-Jun, Uteroglobin, MKK7 (MAP2K7), JNK1(MAPK8), MEK4(MAP2K4), AP-1, SLUG, ACTA2, JNK(MAPK8-10), HMGA2, SNAIL1, SMAD3, CTGF, Jagged1, p38 MAPK, MMP-9, PAI1, TGF-beta receptor type I",6.802E-10,2.825E-08,34,"COL1A1, TGF-beta 1, CD44, BMP4, SMAD4, SMAD2, Fibronectin, Vimentin, IL-1 beta, Tenascin-C, MMP-2, TWIST1, TAK1(MAP3K7), TNF-alpha, N-cadherin, SMAD7, ITGB3, ETS1, TGF-beta receptor type II, ZO-1, JNK1(MAPK8), MEK4(MAP2K4), SLUG, ACTA2, JNK(MAPK8-10), HMGA2, SNAIL1, SMAD3, CTGF, Jagged1, p38 MAPK, MMP-9, PAI1, TGF-beta receptor type I",
17,Role of activation of WNT signaling in the progression of lung cancer,77,3.631E-12,3.621E-10,3.631E-12,3.621E-10,57,"DVL-3, RUNX3, WNT3A, FZD6, Oct-3/4, NKD1, SFRP2, Krm1, APC protein, Lef-1, TCF7L2 (TCF4), DKK1, FZD8, Beta-catenin, Matrilysin (MMP-7), VEGF-A, Dsh, Rac1, GSK3 beta, FZD2, Survivin, DKK3, Axin2, EZH2, SKP2, FZD9, c-Myc, FZD7, DVL-2, Axin, CD147, RUVBL1, iNOS, Tcf(Lef), Porcn, WNT3, FZD3, ARD1, MKK7 (MAP2K7), JNK1(MAPK8), SFRP5, WNT1, SFRP4, WNT2B, WNT5A, MEKK1(MAP3K1), WNT, FZD5, WNT10B, WNT2, LRP6, SUZ12, FZD1, SFRP1, p38 MAPK, Frizzled, NOTCH3",1.185E-06,9.577E-06,45,"RUNX3, FZD6, Oct-3/4, SFRP2, Krm1, APC protein, TCF7L2 (TCF4), DKK1, FZD8, Beta-catenin, Matrilysin (MMP-7), VEGF-A, Dsh, GSK3 beta, FZD2, Survivin, DKK3, Axin2, EZH2, SKP2, FZD9, FZD7, DVL-2, Axin, CD147, RUVBL1, iNOS, Tcf(Lef), Porcn, WNT3, ARD1, JNK1(MAPK8), SFRP5, WNT2B, WNT5A, WNT, FZD5, WNT2, LRP6, SUZ12, FZD1, SFRP1, p38 MAPK, Frizzled, NOTCH3",
18,Immune response_IFN-alpha/beta signaling via MAPKs,77,3.631E-12,3.621E-10,3.631E-12,3.621E-10,57,"PML, IP10, ISG15, JAK1, Tyk2, TCF7L2 (TCF4), RIG-G, ERK1/2, Beta-catenin, Matrilysin (MMP-7), SMAD4, PIAS1, Apo-2L(TNFSF10), IFN-alpha/beta receptor, IFNAR1, IFN-beta, VAV-1, p47-phox, STAT1, Rac1, PL scramblase 1, Ubiquitin, TAP1 (PSF1), PKC-theta, ZAP70, IFN-alpha, ISG54, Axin2, RSAD2, AKT(PKB), FZD7, HIP-2, Lck, CD45, PKR, PKC-delta, SMAD7, MEK3(MAP2K3), c-Jun, IFNAR2, IRF9, JNK1(MAPK8), MEK4(MAP2K4), Ku80, MAPKAPK3, AP-1, MEKK1(MAP3K1), SP5, FOXO3A, FasR(CD95), TRIM6, IRF7, JNK(MAPK8-10), HDAC1, SMAD3, p38 MAPK, mTOR",3.136E-08,6.088E-07,48,"PML, IP10, ISG15, JAK1, Tyk2, TCF7L2 (TCF4), RIG-G, ERK1/2, Beta-catenin, Matrilysin (MMP-7), SMAD4, PIAS1, Apo-2L(TNFSF10), IFN-alpha/beta receptor, IFNAR1, IFN-beta, VAV-1, p47-phox, STAT1, PL scramblase 1, Ubiquitin, TAP1 (PSF1), PKC-theta, IFN-alpha, ISG54, Axin2, RSAD2, AKT(PKB), FZD7, Lck, CD45, PKR, SMAD7, MEK3(MAP2K3), IFNAR2, IRF9, JNK1(MAPK8), MEK4(MAP2K4), Ku80, SP5, FasR(CD95), TRIM6, IRF7, JNK(MAPK8-10), HDAC1, SMAD3, p38 MAPK, mTOR",
19,Renal tubulointerstitial injury in Lupus Nephritis ,65,3.644E-12,4.712E-10,2.219E-08,3.570E-07,45,"TNF-R2, TGF-beta 1, MHC class II, alpha-4/beta-1 integrin, ICAM1, CD44, CCL2, M-CSF receptor, SOCS1, IFN-alpha/beta receptor, TIG2, Fibronectin, Vimentin, FN14(TNFRSF12A), IL-1 beta, I-kB, IKK-alpha, IFN-alpha, HAS2, GM-CSF, NF-kB p52/RelB, RIPK1, CD4, BCMA(TNFRSF17), IL-6, NF-kB p50/p65, TNF-R1, BAFF(TNFSF13B), TNF-alpha, VCAM1, RelA (p65 NF-kB subunit), APRIL(TNFSF13), IL-8, BAFF-R, CCL19, IFN-gamma receptor, CSF1, PLAU (UPA), Collagen III, CMKLR1, CXCL13, TACI(TNFRSF13B), TWEAK(TNFSF12), PAI1, Collagen I",3.644E-12,4.712E-10,48,"TNF-R2, TGF-beta 1, MHC class II, CCL21, alpha-4/beta-1 integrin, ICAM1, CD44, CCL2, M-CSF receptor, IFN-gamma, SOCS1, CXCR5, IFN-alpha/beta receptor, TIG2, Fibronectin, Vimentin, FN14(TNFRSF12A), IL-1 beta, I-kB, IFN-alpha, HAS2, GM-CSF, NF-kB p52/RelB, RIPK1, CD4, BCMA(TNFRSF17), IL-6, NF-kB p50/p65, TNF-R1, CD40L(TNFSF5), BAFF(TNFSF13B), TNF-alpha, VCAM1, RelA (p65 NF-kB subunit), APRIL(TNFSF13), IL-8, BAFF-R, CCL19, IFN-gamma receptor, CSF1, PLAU (UPA), Collagen III, CMKLR1, CXCL13, TACI(TNFRSF13B), TWEAK(TNFSF12), PAI1, Collagen I",
20,B-regulatory cells and tumor cells intercellular interaction,67,3.973E-12,4.712E-10,5.491E-09,1.125E-07,47,"OX40L(TNFSF4), TNF-R2, TGF-beta 1, JAK1, CCL2, IL-10, PPAR-alpha, IL27RA, CD28, VEGF-A, OX40(TNFRSF4), VEGFR-2, STAT1, IL-1 beta, EBI3, GM-CSF, IL-6, FasL(TNFSF6), NF-kB, CD5, TLR9, TNF-alpha, FPRL1, JAK2, MCAM, LTBR(TNFRSF3), RelA (p65 NF-kB subunit), BRD4, IL4RA, Bcl-6, JAK3, NF-kB p65/p65, ST2(L), c-Maf, TLR4, IL-33, FasR(CD95), LTB, PD-1, JNK(MAPK8-10), TLR7, IL-21 receptor, p38 MAPK, CD86, TGF-beta receptor type I, PD-L1, IL-12RB2",3.973E-12,4.712E-10,49,"OX40L(TNFSF4), TNF-R2, TGF-beta 1, JAK1, CCL2, IL-10, PPAR-alpha, IL27RA, CD28, VEGF-A, OX40(TNFRSF4), VEGFR-2, STAT1, IL-1 beta, EBI3, GM-CSF, IL-6, NF-kB, TLR9, CD40L(TNFSF5), TNF-alpha, FPRL1, JAK2, CD80, MCAM, LTBR(TNFRSF3), RelA (p65 NF-kB subunit), BRD4, IL4RA, Bcl-6, JAK3, NF-kB p65/p65, STAT3, ST2(L), c-Maf, TLR4, IL-33, FasR(CD95), LTB, PD-1, JNK(MAPK8-10), TLR7, IL-21 receptor, IL-21, p38 MAPK, CD86, TGF-beta receptor type I, PD-L1, IL-12RB2",
21,Extracellular matrix-regulated proliferation of airway smooth muscle cells in asthma,35,4.097E-12,4.409E-10,5.305E-12,4.409E-10,32,"COL1A1, TGF-beta 1, alpha-4/beta-1 integrin, ERK1/2, SMAD4, SMAD2, Fibronectin, LAMA1, PI3K reg class IA (p85), Decorin, Collagen IV, TAK1(MAP3K7), PI3K cat class IA, SMAD7, TGF-beta receptor type II, EGFR, alpha-5/beta-1 integrin, Fibulin-1, MKK7 (MAP2K7), JNK1(MAPK8), MEK4(MAP2K4), Collagen III, ITGA3, ATF-2, Perlecan, alpha-2/beta-1 integrin, JNK(MAPK8-10), SMAD3, CTGF, p38 MAPK, Collagen I, TGF-beta receptor type I",4.097E-12,4.712E-10,31,"COL1A1, TGF-beta 1, alpha-4/beta-1 integrin, ERK1/2, SMAD4, SMAD2, Fibronectin, LAMA1, PI3K reg class IA (p85), Decorin, Collagen IV, TAK1(MAP3K7), PI3K cat class IA, SMAD7, TGF-beta receptor type II, EGFR, alpha-5/beta-1 integrin, Fibulin-1, JNK1(MAPK8), MEK4(MAP2K4), Collagen III, ITGA3, ATF-2, Perlecan, alpha-2/beta-1 integrin, JNK(MAPK8-10), SMAD3, CTGF, p38 MAPK, Collagen I, TGF-beta receptor type I",
22,CHDI_Correlations from Replication data_Causal network (positive correlations),79,4.206E-12,3.932E-10,4.206E-12,3.932E-10,58,"MHC class II, IL-1 alpha, Calcineurin A (catalytic), NF-AT1(NFATC2), ICAM1, CD44, CD28, MSK1/2 (RPS6KA5/4), HDAC7, CaMK IV, PI3K cat class IB (p110-gamma), IP3 receptor, I-kB, PI3K reg class IA (p85), PKC-theta, MyD88, ZAP70, IKK-alpha, PLC-gamma 1, NR2, ITK, Caspase-3, CREB1, G-protein beta/gamma, CD83, NF-kB, AKT(PKB), HSP70, CXCR4, MEKK4(MAP3K4), RhoA, Pyk2(FAK2), PI3K cat class IA, Lck, CD45, Slp76, HIP1, TRAF6, MEK3(MAP2K3), c-Jun, PSMC2, MEF2, NIK(MAP3K14), LAT, NR2A, RhoGDI alpha, MEK4(MAP2K4), ROCK, Calmodulin, PKC-alpha, CD3, PSD-95, IRAK1/2, JNK(MAPK8-10), PI3K reg class IB (p101), Calcineurin B (regulatory), p38 MAPK, TLR2",7.753E-09,1.994E-07,50,"MHC class II, IL-1 alpha, Calcineurin A (catalytic), ICAM1, CD44, CD28, MSK1/2 (RPS6KA5/4), HDAC7, CaMK IV, PI3K cat class IB (p110-gamma), IP3 receptor, I-kB, PI3K reg class IA (p85), PKC-theta, PLC-gamma 1, NR2, Caspase-3, CREB1, G-protein beta/gamma, CD83, NF-kB, AKT(PKB), HSP70, CXCR4, RhoA, Pyk2(FAK2), CD80, PI3K cat class IA, Lck, CD45, Slp76, HIP1, TRAF6, MEK3(MAP2K3), PSMC2, MEF2, NIK(MAP3K14), NR2A, RhoGDI alpha, MEK4(MAP2K4), ROCK, Calmodulin, PKC-alpha, CD3, PSD-95, IRAK1/2, JNK(MAPK8-10), Calcineurin B (regulatory), p38 MAPK, TLR2",
23,Development_YAP/TAZ-mediated co-regulation of transcription,56,4.955E-12,4.360E-10,4.955E-12,4.360E-10,45,"PML, TBX5, SOD2, Oct-3/4, Lef-1, TEF-1, ID3, ID1, Beta-catenin, VEGF-A, SMAD4, SMAD2, p63, p73, Survivin, Endothelin-1, Endothelin-2, FKHR, Neurotractin, SIP1 (ZFHX1B), Cyr61, HBP17, TAZ, TWIST1, Catalase, c-Myc, SOX9, UCA1, ITGB2, HIF1A, KLF5, Osteocalcin, CDX2, FOXM1, ErbB4(ICD), CDK6, TEF-4, RUNX2, RHAMM, UFO, SLUG, SMAD1, SNAIL1, SMAD3, CTGF",3.532E-11,2.296E-09,42,"PML, SOD2, Oct-3/4, TEF-1, ID3, ID1, Beta-catenin, VEGF-A, SMAD4, SMAD2, YAP1 (YAp65), p63, p73, Survivin, Endothelin-1, Endothelin-2, FKHR, Neurotractin, SIP1 (ZFHX1B), Cyr61, HBP17, TAZ, TWIST1, Catalase, SOX9, UCA1, ITGB2, HIF1A, KLF5, Osteocalcin, CDX2, FOXM1, ErbB4(ICD), CDK6, TEF-4, RUNX2, RHAMM, UFO, SLUG, SNAIL1, SMAD3, CTGF",
24,TGF-beta signaling via kinase cascades in breast cancer,58,6.816E-12,5.366E-10,6.816E-12,5.366E-10,46,"TGF-beta 1, ITGAV, ADAM12, ERK1/2, Rac1, ATF-2/c-Jun, Ubiquitin, Shc, p38beta (MAPK11), Survivin, IKK-alpha, alpha-V/beta-3 integrin, MMP-2, TGF-alpha, TWIST1, AKT(PKB), TIMP2, c-Src, TAK1(MAP3K7), TNF-alpha, TGF-beta 2, ITGB1, MLK3(MAP3K11), RelA (p65 NF-kB subunit), MMP-13, NF-kB1 (p50), ITGB3, IL-8, TGF-beta receptor type II, EGFR, XIAP, TRAF6, MEK3(MAP2K3), c-Jun, SOS1, TAB3, COX-2 (PTGS2), AP-1, ATF-2, TAB1, JNK(MAPK8-10), ADAM17, p38 MAPK, MMP-9, PAI1, TGF-beta receptor type I",2.336E-10,1.127E-08,42,"p38alpha (MAPK14), TGF-beta 1, ITGAV, ADAM12, Neuregulin 1, ERK1/2, Ubiquitin, Shc, Survivin, alpha-V/beta-3 integrin, MMP-2, TGF-alpha, TWIST1, AKT(PKB), TIMP2, c-Src, TAK1(MAP3K7), TNF-alpha, MEK1(MAP2K1), TGF-beta 2, ITGB1, MLK3(MAP3K11), RelA (p65 NF-kB subunit), MMP-13, NF-kB1 (p50), ITGB3, IL-8, TGF-beta receptor type II, EGFR, XIAP, TRAF6, MEK3(MAP2K3), SOS1, TAB3, COX-2 (PTGS2), ATF-2, JNK(MAPK8-10), ADAM17, p38 MAPK, MMP-9, PAI1, TGF-beta receptor type I",
25,Development_Positive regulation of WNT/Beta-catenin signaling in the cytoplasm,76,7.723E-12,5.769E-10,7.723E-12,5.769E-10,56,"Casein kinase II, alpha chains, Bcl-9, TGF-beta 1, IRS-2, NKD1, IRS-1, UBE2B, PP1-cat, RIPK4, APC protein, 14-3-3, Beta-catenin, TGIF, SMAD4, Makorin-1, Dsh, USP47, ZBED3, Rac1, Beta-arrestin2, CDK1 (p34), PPP2R2A, SIAH1, USP25, PR130, GSK3 alpha/beta, TBLR1, ERK2 (MAPK1), AKT(PKB), RNF146, Axin, HECTD1, ITGB1, LRP5/LRP6, HIPK2, Tcf(Lef), 14-3-3 zeta/delta, c-Jun, TGT, PP2A catalytic, RNF220, DOCK4, COX-2 (PTGS2), Trabid, Tankyrases, Miz-1, USP9X, WNT, Jouberin, JNK(MAPK8-10), SMAD3, NKD2, MITF, PKA-cat (cAMP-dependent), Frizzled, DACT1",2.161E-07,2.761E-06,46,"Casein kinase II, alpha chains, Bcl-9, TGF-beta 1, IRS-2, PP1-cat, RIPK4, APC protein, 14-3-3, Beta-catenin, TGIF, SMAD4, Dsh, Beta-arrestin2, YAP1 (YAp65), CDK1 (p34), PPP2R2A, SIAH1, USP25, PR130, GSK3 alpha/beta, TBLR1, ERK2 (MAPK1), AKT(PKB), RNF146, Axin, ITGB1, HIPK2, Tcf(Lef), 14-3-3 zeta/delta, TGT, PP2A catalytic, RNF220, DOCK4, COX-2 (PTGS2), Tankyrases, Miz-1, USP9X, WNT, Jouberin, JNK(MAPK8-10), SMAD3, NKD2, MITF, PKA-cat (cAMP-dependent), Frizzled, DACT1",
26,Immune response_Induction of the antigen presentation machinery by IFN-gamma,53,8.098E-12,5.769E-10,8.098E-12,5.769E-10,43,"CBP, MHC class II, HLA-B, JAK1, HLA-A, HLA-DMA, HLA-DPA1, HLA-DOA, HLA-DQB1, HLA-DRA1, IRF1, HLA-DQA1, Cathepsin S, STAT1, TAP1 (PSF1), PSME2, Nucleophosmin, PCAF, MHC class I, RFXANK, RFX5, HLA-DPB1, IFNGR1, JAK2, HLA-DRB1, PSMB8(LMP7), NLRC5, PSMB9, HLA-F, IFNGR2, Tapasin, HLA-DMB, RFX, Beta-2-microglobulin, CARM1, HLA-E, CD74, PSMB10, TAP2 (PSF2), CIITA, NCOA1 (SRC1), HLA-C, ERAP1",7.470E-11,4.295E-09,40,"CBP, MHC class II, HLA-B, JAK1, HLA-A, IFN-gamma, HLA-DMA, HLA-DPA1, HLA-DOA, HLA-DQB1, HLA-DRA1, IRF1, HLA-DQA1, Cathepsin S, STAT1, TAP1 (PSF1), PCAF, MHC class I, RFXANK, HLA-DPB1, IFNGR1, JAK2, HLA-DRB1, PSMB8(LMP7), NLRC5, PSMB9, HLA-F, IFNGR2, Tapasin, HLA-DMB, Beta-2-microglobulin, CARM1, HLA-E, CD74, PSMB10, TAP2 (PSF2), CIITA, NCOA1 (SRC1), HLA-C, ERAP1",
27,WNT signaling in HCC,40,9.935E-12,6.756E-10,9.935E-12,6.756E-10,35,"NOTUM, p14ARF, DVL-3, WNT3A, FZD6, SFRP2, APC protein, TCF7L2 (TCF4), DKK1, Beta-catenin, Dsh, GSK3 beta, Glypican-3, LRP5, c-Myc, FZD7, DVL-2, Axin, Ep-CAM, Prickle-1, Tcf(Lef), EGFR, WNT3, FZD3, SFRP5, WNT1, SFRP4, WNT5A, WNT7B, WNT, LGR5, SFRP1, p53, Frizzled, DACT1",7.654E-07,6.614E-06,28,"NOTUM, p14ARF, FZD6, SFRP2, APC protein, TCF7L2 (TCF4), DKK1, Beta-catenin, Dsh, GSK3 beta, Glypican-3, FZD7, DVL-2, Axin, Ep-CAM, Prickle-1, Tcf(Lef), EGFR, WNT3, SFRP5, WNT5A, WNT7B, WNT, LGR5, SFRP1, p53, Frizzled, DACT1",
