Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,up_genes_int_061520_genelist,,,,up_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
348,"Chemokines in inflammation in adipose tissue and liver in obesity, type 2 diabetes and metabolic syndrome X",48,2.900E-01,7.857E-01,3.048E-01,7.857E-01,2,"CX3CR1, CCR5",2.900E-01,8.219E-01,2,"CX3CR1, CCR5",
349,Immune response_C3a signaling,48,2.900E-01,7.857E-01,3.048E-01,7.857E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",2.900E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
350,Neurophysiological process_ACM regulation of nerve impulse,48,2.900E-01,7.857E-01,3.048E-01,7.857E-01,2,"CACNA1I, CACNA1H",2.900E-01,8.219E-01,2,"CACNA1I, CACNA1H",
351,Stimulation of TGF-beta signaling in lung cancer,48,2.900E-01,7.857E-01,3.048E-01,7.857E-01,2,"TGF-beta 3, TGF-beta",2.900E-01,8.219E-01,2,"TGF-beta 3, TGF-beta",
352,Immune response_Antigen presentation by MHC class II,118,2.907E-01,7.801E-01,2.907E-01,7.801E-01,4,"MHC class II alpha chain, RhoB, Bcl-2, Beclin 1",4.912E-01,8.219E-01,3,"MHC class II alpha chain, RhoB, Bcl-2",
353,Canonical Notch signaling pathway in colorectal cancer,47,2.962E-01,7.801E-01,2.962E-01,7.801E-01,2,"Mucin 2, p27KIP1",6.538E-01,8.219E-01,1,Mucin 2,
354,Mechanisms of drug resistance in multiple myeloma,49,2.982E-01,7.857E-01,3.134E-01,7.857E-01,2,"IL8RA, Bcl-2",2.982E-01,8.219E-01,2,"IL8RA, Bcl-2",
355,Neurophysiological process_HTR2A signaling in the nervous system,49,2.982E-01,7.857E-01,3.134E-01,7.857E-01,2,"GABA-A receptor gamma-2 subunit, SFK",2.982E-01,8.219E-01,2,"GABA-A receptor gamma-2 subunit, SFK",
356,Neutrophil-derived granule proteins and cytokines in asthma,49,2.982E-01,7.857E-01,3.134E-01,7.857E-01,2,"Tryptase, IL8RA",2.982E-01,8.219E-01,2,"Tryptase, IL8RA",
357,G-protein signaling_RhoB regulation pathway,16,3.028E-01,7.857E-01,3.122E-01,7.857E-01,1,RhoB,3.028E-01,8.219E-01,1,RhoB,
358,"Mechanism of Pioglitazone/ Metformin and Rosiglitazone/ Metformin  cooperative action in Diabetes mellitus, Type 2",16,3.028E-01,7.857E-01,3.122E-01,7.857E-01,1,Adiponectin,3.028E-01,8.219E-01,1,Adiponectin,
359,c-Myc in multiple myeloma,16,3.028E-01,7.857E-01,3.122E-01,7.857E-01,1,C/EBPalpha,3.028E-01,8.219E-01,1,C/EBPalpha,
360,Development_Adiponectin signaling,48,3.048E-01,7.857E-01,3.048E-01,7.857E-01,2,"Adiponectin, A-Raf-1",6.615E-01,8.219E-01,1,Adiponectin,
361,Development_Role of Thyroid hormone in regulation of oligodendrocyte differentiation,48,3.048E-01,7.857E-01,3.048E-01,7.857E-01,2,"p27KIP1, OATP-A",6.615E-01,8.219E-01,1,OATP-A,
362,Rheumatoid arthritis (general schema),50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"TGF-beta, Collagen II",3.065E-01,8.219E-01,2,"TGF-beta, Collagen II",
363,TGF-beta signaling via microRNA in breast cancer,50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"TGF-beta 3, Bcl-2",3.065E-01,8.219E-01,2,"TGF-beta 3, Bcl-2",
364,Immune response_IFN-gamma in macrophages activation,50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"Selenoprotein P, IL-30",3.065E-01,8.219E-01,2,"Selenoprotein P, IL-30",
365,Development_GM-CSF signaling,50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"CISH, Bcl-2",3.065E-01,8.219E-01,2,"CISH, Bcl-2",
366,Immune response_C5a signaling,50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"Bcl-2, PREX1",3.065E-01,8.219E-01,2,"Bcl-2, PREX1",
367,Protein folding and maturation_Posttranslational processing of neuroendocrine peptides,50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"PC2, Carboxypeptidase H",3.065E-01,8.219E-01,2,"PC2, Carboxypeptidase H",
368,Immune response_IL-13 signaling via PI3K-ERK pathway,50,3.065E-01,7.857E-01,3.219E-01,7.857E-01,2,"Mucin 5AC, IGHE",3.065E-01,8.219E-01,2,"Mucin 5AC, IGHE",
369,Development_Beta-adrenergic receptors signaling via Cyclic AMP,51,3.148E-01,7.857E-01,3.304E-01,7.857E-01,2,"Adenylate cyclase, Perilipin",3.148E-01,8.219E-01,2,"Adenylate cyclase, Perilipin",
370,Immune response_Histamine signaling in dendritic cells,51,3.148E-01,7.857E-01,3.304E-01,7.857E-01,2,"Histamine H3 receptor, Adenylate cyclase",3.148E-01,8.219E-01,2,"Histamine H3 receptor, Adenylate cyclase",
371,"Development_Hedgehog, BMP and Parathyroid hormone in osteogenesis",51,3.148E-01,7.857E-01,3.304E-01,7.857E-01,2,"PTHR1, Adenylate cyclase",3.148E-01,8.219E-01,2,"PTHR1, Adenylate cyclase",
372,LRRK2 in neuronal apoptosis in Parkinson's disease,17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,LRRK2,3.183E-01,8.219E-01,1,LRRK2,
373,G-protein signaling_Rac3 regulation pathway,17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,Androgen receptor,3.183E-01,8.219E-01,1,Androgen receptor,
374,Development_FGF10 in development of subcutaneous white adipose tissue in embryogenesis,17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,C/EBPalpha,3.183E-01,8.219E-01,1,C/EBPalpha,
375,Putative mechanism of drug action for CCR5 antagonists,17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,CCR5,3.183E-01,8.219E-01,1,CCR5,
376,DeltaF508-CFTR traffic / ER-to-Golgi in CF,17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,EBP50,3.183E-01,8.219E-01,1,EBP50,
377,Involvement of VEGF signaling in the progression of lung cancer,17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,C/EBPalpha,3.183E-01,8.219E-01,1,C/EBPalpha,
378,wtCFTR traffic / ER-to-Golgi (normal),17,3.183E-01,7.857E-01,3.281E-01,7.857E-01,1,EBP50,3.183E-01,8.219E-01,1,EBP50,
379,"Cigarette smoke-induced proliferation, metaplasia and survival of airway epithelial cells ",50,3.219E-01,7.857E-01,3.219E-01,7.857E-01,2,"nAChR alpha-4, ErbB3",6.765E-01,8.219E-01,1,nAChR alpha-4,
380,Modulation of tumor response to cytotoxic T cells by hypoxia in tumors,50,3.219E-01,7.857E-01,3.219E-01,7.857E-01,2,"Bcl-2, Beclin 1",6.765E-01,8.219E-01,1,Bcl-2,
381,TGF-beta 1-induced transactivation of membrane receptors signaling in HCC,50,3.219E-01,7.857E-01,3.219E-01,7.857E-01,2,"PTEN, TGF-beta",6.765E-01,8.219E-01,1,TGF-beta,
382,Nicotine signaling in cholinergic neurons,52,3.230E-01,7.887E-01,3.389E-01,7.887E-01,2,"Tau (MAPT), nAChR alpha-4",3.230E-01,8.219E-01,2,"Tau (MAPT), nAChR alpha-4",
383,Signal transduction_Additional pathways of NF-kB activation (in the cytoplasm),52,3.230E-01,7.887E-01,3.389E-01,7.887E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",3.230E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
384,G-protein signaling_Proinsulin C-peptide signaling,52,3.230E-01,7.887E-01,3.389E-01,7.887E-01,2,"PI3K reg class IB (p101), Bcl-2",3.230E-01,8.219E-01,2,"PI3K reg class IB (p101), Bcl-2",
385,Immune response_T cell subsets: cell surface markers,52,3.230E-01,7.887E-01,3.389E-01,7.887E-01,2,"CCR8, CCR5",3.230E-01,8.219E-01,2,"CCR8, CCR5",
386,Some pathways of EMT in cancer cells,51,3.304E-01,7.857E-01,3.304E-01,7.857E-01,2,"Tuberin, Bcl-2",6.838E-01,8.219E-01,1,Bcl-2,
387,Role of tumor-infiltrating B cells in anti-tumor immunity,91,3.307E-01,7.905E-01,3.515E-01,7.905E-01,3,"SOX2, MAGE-1 antigen, NY-ESO-1",3.307E-01,8.219E-01,3,"SOX2, MAGE-1 antigen, NY-ESO-1",
388,Chemotaxis_CCR1 signaling,53,3.312E-01,7.887E-01,3.473E-01,7.887E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",3.312E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
389,IL-6 signaling in breast cancer cells,53,3.312E-01,7.887E-01,3.473E-01,7.887E-01,2,"ESR1 (nuclear), Bcl-2",3.312E-01,8.219E-01,2,"ESR1 (nuclear), Bcl-2",
390,Notch signaling in breast cancer,53,3.312E-01,7.887E-01,3.473E-01,7.887E-01,2,"ESR1 (nuclear), TFF1",3.312E-01,8.219E-01,2,"ESR1 (nuclear), TFF1",
391,Proinflammatory cytokine production by Th17 cells in asthma,53,3.312E-01,7.887E-01,3.473E-01,7.887E-01,2,"GATA-3, ROR-gamma",3.312E-01,8.219E-01,2,"GATA-3, ROR-gamma",
392,Beta-adrenergic-dependent CFTR expression,18,3.335E-01,7.887E-01,3.437E-01,7.887E-01,1,Adenylate cyclase,3.335E-01,8.219E-01,1,Adenylate cyclase,
393,Regulation of lipid metabolism_Regulation of acetyl-CoA carboxylase 1 activity,18,3.335E-01,7.887E-01,3.437E-01,7.887E-01,1,ACACB,3.335E-01,8.219E-01,1,ACACB,
394,Androgen signaling in HCC,18,3.335E-01,7.887E-01,3.437E-01,7.887E-01,1,Androgen receptor,3.335E-01,8.219E-01,1,Androgen receptor,
395,FGF2 in multiple myeloma,18,3.335E-01,7.887E-01,3.437E-01,7.887E-01,1,FGFR4,3.335E-01,8.219E-01,1,FGFR4,
396,Stem cells_CD30 signaling in transformed embryonic stem cells,18,3.335E-01,7.887E-01,3.437E-01,7.887E-01,1,SOX2,3.335E-01,8.219E-01,1,SOX2,
397,Glomerular injury in Lupus Nephritis,92,3.368E-01,7.905E-01,3.578E-01,7.905E-01,3,"TGF-beta, LIN-28, Bcl-2",3.368E-01,8.219E-01,3,"TGF-beta, LIN-28, Bcl-2",
398,Development_Self-renewal of adult neural stem cells,52,3.389E-01,7.887E-01,3.389E-01,7.887E-01,2,"PTEN, SOX2",6.908E-01,8.219E-01,1,SOX2,
399,Membrane-bound ESR1: interaction with G-proteins signaling,54,3.393E-01,7.905E-01,3.557E-01,7.905E-01,2,"ESR1 (membrane), Adenylate cyclase",3.393E-01,8.219E-01,2,"ESR1 (membrane), Adenylate cyclase",
400,Eosinophil granule protein release in asthma,54,3.393E-01,7.905E-01,3.557E-01,7.905E-01,2,"Tryptase, CAMP",3.393E-01,8.219E-01,2,"Tryptase, CAMP",
401,Ganglioside Metabolism p1,54,3.393E-01,7.905E-01,3.557E-01,7.905E-01,2,"NEU4, GM3 synthase",3.393E-01,8.219E-01,2,"NEU4, GM3 synthase",
402,Development_Differentiation of white adipocytes ,54,3.393E-01,7.905E-01,3.557E-01,7.905E-01,2,"Perilipin, C/EBPalpha",3.393E-01,8.219E-01,2,"Perilipin, C/EBPalpha",
403,Signal transduction_CXCR4 signaling via MAPKs cascades,53,3.473E-01,7.887E-01,3.473E-01,7.887E-01,2,"N-Ras, PREX1",6.977E-01,8.219E-01,1,PREX1,
404,Development_Role of growth factors in the maintenance of embryonic stem cell pluripotency,53,3.473E-01,7.887E-01,3.473E-01,7.887E-01,2,"SOX2, ErbB3",6.977E-01,8.219E-01,1,SOX2,
405,Cell cycle_Influence of Ras and Rho proteins on G1/S Transition,53,3.473E-01,7.887E-01,3.473E-01,7.887E-01,2,"p27KIP1, Tob1",6.977E-01,8.219E-01,1,Tob1,
406,Role of IL-8 in colorectal cancer,19,3.484E-01,7.905E-01,3.588E-01,7.905E-01,1,IL8RA,3.484E-01,8.219E-01,1,IL8RA,
407,Development_Schema: Adult neurogenesis in the Subventricular Zone,19,3.484E-01,7.905E-01,3.588E-01,7.905E-01,1,TY3H,3.484E-01,8.219E-01,1,TY3H,
408,Regulation of lipid metabolism_Regulation of acetyl-CoA carboxylase 2 activity in muscle,19,3.484E-01,7.905E-01,3.588E-01,7.905E-01,1,ACACB,3.484E-01,8.219E-01,1,ACACB,
409,Protein folding_Membrane trafficking and signal transduction of G-alpha (i) heterotrimeric G-protein,19,3.484E-01,7.905E-01,3.588E-01,7.905E-01,1,Adenylate cyclase type II,3.484E-01,8.219E-01,1,Adenylate cyclase type II,
410,Apoptosis and survival_Endoplasmic reticulum stress response pathway,56,3.556E-01,7.986E-01,3.724E-01,7.986E-01,2,"XBP1, Bcl-2",3.556E-01,8.219E-01,2,"XBP1, Bcl-2",
411,Airway smooth muscle contraction in asthma,56,3.556E-01,7.986E-01,3.724E-01,7.986E-01,2,"BDKRB2, Adenylate cyclase",3.556E-01,8.219E-01,2,"BDKRB2, Adenylate cyclase",
412,Development_YAP/TAZ-mediated co-regulation of transcription,56,3.556E-01,7.986E-01,3.724E-01,7.986E-01,2,"SOX2, GATA-3",3.556E-01,8.219E-01,2,"SOX2, GATA-3",
413,"Disruption of apoptosis, proliferation and shedding of epithelial cells in asthma",54,3.557E-01,7.905E-01,3.557E-01,7.905E-01,2,"p27KIP1, Bcl-2",7.045E-01,8.219E-01,1,Bcl-2,
414,Noise-induced hair cell death and spiral ganglion neuron degeneration,96,3.612E-01,7.986E-01,3.830E-01,7.986E-01,3,"CACNA1I, GFRalpha1, CACNA1D",3.612E-01,8.219E-01,3,"CACNA1I, GFRalpha1, CACNA1D",
415,Role of Langerin+ dermal dendritic cells in contact hypersensitivity,20,3.629E-01,7.986E-01,3.737E-01,7.986E-01,1,FLT3,3.629E-01,8.219E-01,1,FLT3,
416,Role of XBP1 protein in multiple myeloma,20,3.629E-01,7.986E-01,3.737E-01,7.986E-01,1,XBP1,3.629E-01,8.219E-01,1,XBP1,
417,wtCFTR and deltaF508-CFTR traffic / Clathrin coated vesicles formation (normal and CF),20,3.629E-01,7.986E-01,3.737E-01,7.986E-01,1,Myosin I,3.629E-01,8.219E-01,1,Myosin I,
418,Role of nicotine in pathogenesis of SCLC,57,3.637E-01,7.986E-01,3.807E-01,7.986E-01,2,"GRP-R, Bcl-2",3.637E-01,8.219E-01,2,"GRP-R, Bcl-2",
419,Regulation of intrinsic membrane properties and excitability of striatopallidal medium spiny neurons in Huntington's disease,57,3.637E-01,7.986E-01,3.807E-01,7.986E-01,2,"MaxiK alpha subunit, CACNA1D",3.637E-01,8.219E-01,2,"MaxiK alpha subunit, CACNA1D",
420,Aberrant B-Raf signaling in melanoma progression,55,3.641E-01,7.966E-01,3.641E-01,7.966E-01,2,"Tuberin, Bcl-2",7.111E-01,8.219E-01,1,Bcl-2,
421,Immune response_IL-16 signaling pathway,55,3.641E-01,7.966E-01,3.641E-01,7.966E-01,2,"p27KIP1, CCR5",7.111E-01,8.219E-01,1,CCR5,
422,Role of Thyroid hormone in regulation of oligodendrocyte differentiation in multiple sclerosis,55,3.641E-01,7.966E-01,3.641E-01,7.966E-01,2,"p27KIP1, OATP-A",7.111E-01,8.219E-01,1,OATP-A,
423,Macrophage-induced immunosuppression in the tumor microenvironment,97,3.673E-01,7.986E-01,3.893E-01,7.986E-01,3,"ALOX15B, CCR8, CAT-2",3.673E-01,8.219E-01,3,"ALOX15B, CCR8, CAT-2",
424,Immune response_IFN-alpha/beta signaling via PI3K and NF-kB pathways,94,3.704E-01,7.986E-01,3.704E-01,7.986E-01,3,"Tuberin, p27KIP1, PDCD4",8.807E-01,8.890E-01,1,PDCD4,
425,Hyaluronic acid/ CD44 signaling in cancer,58,3.717E-01,7.986E-01,3.890E-01,7.986E-01,2,"ESR1 (nuclear), PDCD4",3.717E-01,8.219E-01,2,"ESR1 (nuclear), PDCD4",
426,Development_Prolactin receptor signaling,58,3.717E-01,7.986E-01,3.890E-01,7.986E-01,2,"Bcl-2, Prolactin receptor",3.717E-01,8.219E-01,2,"Bcl-2, Prolactin receptor",
427,Immune response_CCR5 signaling in macrophages and T lymphocytes,58,3.717E-01,7.986E-01,3.890E-01,7.986E-01,2,"PI3K reg class IB (p101), CCR5",3.717E-01,8.219E-01,2,"PI3K reg class IB (p101), CCR5",
428,Cytoskeleton remodeling_Regulation of actin cytoskeleton organization by the kinase effectors of Rho GTPases,58,3.717E-01,7.986E-01,3.890E-01,7.986E-01,2,"RhoA-related, RhoB",3.717E-01,8.219E-01,2,"RhoA-related, RhoB",
429,Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function,21,3.771E-01,7.986E-01,3.882E-01,7.986E-01,1,Kir6.2,3.771E-01,8.219E-01,1,Kir6.2,
430,Development_Generation of pancreatic beta-cells from embryonic stem cells (early stages),21,3.771E-01,7.986E-01,3.882E-01,7.986E-01,1,SOX2,3.771E-01,8.219E-01,1,SOX2,
431,Gamma-secretase regulation of mammary cell development,21,3.771E-01,7.986E-01,3.882E-01,7.986E-01,1,MTG16 (CBFA2T3),3.771E-01,8.219E-01,1,MTG16 (CBFA2T3),
432,Nicotine signaling (general schema),21,3.771E-01,7.986E-01,3.882E-01,7.986E-01,1,nAChR alpha-4,3.771E-01,8.219E-01,1,nAChR alpha-4,
433,Inflammatory response in ischemia-reperfusion injury during myocardial infarction,21,3.771E-01,7.986E-01,3.882E-01,7.986E-01,1,IL8RA,3.771E-01,8.219E-01,1,IL8RA,
434,Possible regulation of HSF-1/ chaperone pathway in Huntington's disease,21,3.771E-01,7.986E-01,3.882E-01,7.986E-01,1,PLA2,3.771E-01,8.219E-01,1,PLA2,
435,Oxidative stress_Activation of NADPH oxidase,59,3.797E-01,8.064E-01,3.972E-01,8.064E-01,2,"PI3K reg class IB (p101), PREX1",3.797E-01,8.219E-01,2,"PI3K reg class IB (p101), PREX1",
436,Neurophysiological process_Constitutive and activity-dependent synaptic AMPA receptor delivery,59,3.797E-01,8.064E-01,3.972E-01,8.064E-01,2,"Complexin, Chapsyn-110",3.797E-01,8.219E-01,2,"Complexin, Chapsyn-110",
437,Development_Cytokine-mediated regulation of megakaryopoiesis,57,3.807E-01,7.986E-01,3.807E-01,7.986E-01,2,"p27KIP1, FLT3",7.239E-01,8.222E-01,1,FLT3,
438,Cytoskeleton remodeling_FAK signaling,57,3.807E-01,7.986E-01,3.807E-01,7.986E-01,2,"PTEN, GRP-R",7.239E-01,8.222E-01,1,GRP-R,
439,Apoptotic pathways and resistance to apoptosis in lung cancer cells,57,3.807E-01,7.986E-01,3.807E-01,7.986E-01,2,"p27KIP1, Bcl-2",7.239E-01,8.222E-01,1,Bcl-2,
440,Skeletal muscle atrophy in COPD,57,3.807E-01,7.986E-01,3.807E-01,7.986E-01,2,"MYBPC1, Tuberin",7.239E-01,8.222E-01,1,MYBPC1,
441,Tumor metabolic pathways promoting development of Treg cells,96,3.830E-01,7.986E-01,3.830E-01,7.986E-01,3,"PDK1, FASN, CCR5",8.860E-01,8.933E-01,1,CCR5,
442,Immune response_IL-17 signaling pathways,60,3.876E-01,8.072E-01,4.053E-01,8.072E-01,2,"Mucin 5B, Mucin 5AC",3.876E-01,8.219E-01,2,"Mucin 5B, Mucin 5AC",
443,Immune response_ICOS signaling pathway in T-helper cell,60,3.876E-01,8.072E-01,4.053E-01,8.072E-01,2,"ROR-gamma, KLF2",3.876E-01,8.219E-01,2,"ROR-gamma, KLF2",
444,Immune response_LTBR1 signaling,60,3.876E-01,8.072E-01,4.053E-01,8.072E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",3.876E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
445,Development_Dopamine-induced expression of CNTF in adult neurogenesis,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,Adenylate cyclase type V,3.910E-01,8.219E-01,1,Adenylate cyclase type V,
446,Expression targets of Tissue factor signaling in cancer,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,Coagulation factor VII,3.910E-01,8.219E-01,1,Coagulation factor VII,
447,Immune response_IL-15 signaling via JAK-STAT cascade,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,Bcl-2,3.910E-01,8.219E-01,1,Bcl-2,
448,Origin of Langerhans cells in the steady-state and under inflammatory conditions,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,CXCL14,3.910E-01,8.219E-01,1,CXCL14,
449,Ubiquitin-proteasome system in Huntington's disease,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,NR1,3.910E-01,8.219E-01,1,NR1,
450,Inhibition of GSK3 beta by lithium in major depressive disorder,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,Bcl-2,3.910E-01,8.219E-01,1,Bcl-2,
451,Development_Generation of pancreatic beta-cells from embryonic stem cells (late stages),22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,Nkx2.2,3.910E-01,8.219E-01,1,Nkx2.2,
452,LRRK2 and immune function in Parkinson's disease,22,3.910E-01,8.064E-01,4.023E-01,8.064E-01,1,LRRK2,3.910E-01,8.219E-01,1,LRRK2,
453,n-6 Polyunsaturated fatty acid biosynthesis,61,3.955E-01,8.084E-01,4.134E-01,8.084E-01,2,"ELOVL2, ACOX2",3.955E-01,8.219E-01,2,"ELOVL2, ACOX2",
454,Neolacto-series GSL Metabolism p.2,61,3.955E-01,8.084E-01,4.134E-01,8.084E-01,2,"GALGT2, CHST1",3.955E-01,8.219E-01,2,"GALGT2, CHST1",
455,Inhibition of apoptosis in pancreatic cancer,59,3.972E-01,8.064E-01,3.972E-01,8.064E-01,2,"PTEN, Bcl-2",7.361E-01,8.231E-01,1,Bcl-2,
456,Signal transduction_Adenosine A1 receptor signaling pathway,62,4.034E-01,8.084E-01,4.214E-01,8.084E-01,2,"SFK, Adenylate cyclase",4.034E-01,8.219E-01,2,"SFK, Adenylate cyclase",
457,Heme metabolism,103,4.036E-01,8.084E-01,4.266E-01,8.084E-01,3,"UGT2B28, UGT2B17, CYP2B6",4.036E-01,8.219E-01,3,"UGT2B28, UGT2B17, CYP2B6",
458,Role of alpha-V/ beta-6 integrin in colorectal cancer,23,4.046E-01,8.084E-01,4.162E-01,8.084E-01,1,Bcl-2,4.046E-01,8.219E-01,1,Bcl-2,
459,Apoptosis and survival_Beta-2 adrenergic receptor anti-apoptotic action,23,4.046E-01,8.084E-01,4.162E-01,8.084E-01,1,PI3K reg class IB (p101),4.046E-01,8.219E-01,1,PI3K reg class IB (p101),
460,FGF signaling in gastric cancer,23,4.046E-01,8.084E-01,4.162E-01,8.084E-01,1,FGFR4,4.046E-01,8.219E-01,1,FGFR4,
461,Propionate metabolism p.2,63,4.112E-01,8.084E-01,4.294E-01,8.084E-01,2,"GABT, ACACB",4.112E-01,8.219E-01,2,"GABT, ACACB",
462,n-3 Polyunsaturated fatty acid biosynthesis,63,4.112E-01,8.084E-01,4.294E-01,8.084E-01,2,"ELOVL2, ACOX2",4.112E-01,8.219E-01,2,"ELOVL2, ACOX2",
463,Dual role of TGF-beta 1 in HCC ,24,4.179E-01,8.084E-01,4.297E-01,8.084E-01,1,Bcl-2,4.179E-01,8.219E-01,1,Bcl-2,
464,Mitochondrial ketone bodies biosynthesis and metabolism,24,4.179E-01,8.084E-01,4.297E-01,8.084E-01,1,HMGCS2,4.179E-01,8.219E-01,1,HMGCS2,
465,Development_Regulation of epithelial-to-mesenchymal transition (EMT),64,4.190E-01,8.084E-01,4.373E-01,8.084E-01,2,"TGF-beta 3, Bcl-2",4.190E-01,8.219E-01,2,"TGF-beta 3, Bcl-2",
466,Oxidative stress in adipocyte dysfunction in type 2 diabetes and metabolic syndrome X,64,4.190E-01,8.084E-01,4.373E-01,8.084E-01,2,"Adiponectin, PLA2",4.190E-01,8.219E-01,2,"Adiponectin, PLA2",
467,Immune response_IL-3 signaling via ERK and PI3K,102,4.204E-01,8.084E-01,4.204E-01,8.084E-01,3,"A-Raf-1, p27KIP1, Bcl-2",9.005E-01,9.047E-01,1,Bcl-2,
468,Muscle contraction_Regulation of eNOS activity in endothelial cells,65,4.267E-01,8.084E-01,4.452E-01,8.084E-01,2,"KLF2, BDKRB2",4.267E-01,8.219E-01,2,"KLF2, BDKRB2",
469,Dysregulation of germinal center response in SLE,65,4.267E-01,8.084E-01,4.452E-01,8.084E-01,2,"ESR1 (nuclear), RGS16",4.267E-01,8.219E-01,2,"ESR1 (nuclear), RGS16",
470,Sphingolipid metabolism,107,4.275E-01,8.084E-01,4.510E-01,8.084E-01,3,"DEGS2, ACER1, GM3 synthase",4.275E-01,8.219E-01,3,"DEGS2, ACER1, GM3 synthase",
471,Role of Nicotine-induced Leptin resistance in hypothalamus in development of obesity,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,Thyroliberin,4.309E-01,8.219E-01,1,Thyroliberin,
472,Immune escape mechanisms in Prostate Cancer,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,TGF-beta,4.309E-01,8.219E-01,1,TGF-beta,
473,Putative pathways of activation of monoclonal protein secretion in multiple myeloma,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,XBP1,4.309E-01,8.219E-01,1,XBP1,
474,Immune response_T cell subsets: secreted signals,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,TGF-beta,4.309E-01,8.219E-01,1,TGF-beta,
475,Activation of pro-oncogenic TGF-beta potential in gastric cancer,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,TGF-beta 3,4.309E-01,8.219E-01,1,TGF-beta 3,
476,Cytoskeleton remodeling_Neurofilaments,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,Peripherin,4.309E-01,8.219E-01,1,Peripherin,
477,HSP70 and HSP40-dependent folding in Huntington's disease,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,HSP22,4.309E-01,8.219E-01,1,HSP22,
478,Immune response_IL-2 signaling via JAK/ STAT,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,Bcl-2,4.309E-01,8.219E-01,1,Bcl-2,
479,Dual role of BMP signaling in gastric cancer,25,4.309E-01,8.084E-01,4.429E-01,8.084E-01,1,Mucin 2,4.309E-01,8.219E-01,1,Mucin 2,
480,MAPK-independent proliferation of normal and asthmatic smooth muscle cells,64,4.373E-01,8.084E-01,4.373E-01,8.084E-01,2,"Tryptase, p27KIP1",7.644E-01,8.295E-01,1,Tryptase,
481,Neurogenesis_NGF/ TrkA MAPK-mediated signaling,105,4.388E-01,8.084E-01,4.388E-01,8.084E-01,3,"TY3H, PP2A regulatory, N-Ras",6.827E-01,8.219E-01,2,"TY3H, PP2A regulatory",
482,Hedgehog signaling in prostate cancer,26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,Bcl-2,4.436E-01,8.219E-01,1,Bcl-2,
483,Neurophysiological process_GABA-B receptor signaling at postsynaptic sides of synapses,26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,Kir3.1,4.436E-01,8.219E-01,1,Kir3.1,
484,Cell adhesion_Endothelial cell contacts by junctional mechanisms,26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,Claudin-3,4.436E-01,8.219E-01,1,Claudin-3,
485,CREB1-dependent transcription deregulation in Huntington's Disease,26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,Bcl-2,4.436E-01,8.219E-01,1,Bcl-2,
486,"SREBP1 cross-talk with PXR, CAR and LXR",26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,CYP2B6,4.436E-01,8.219E-01,1,CYP2B6,
