"","Ontology","Term","Description","CP_count","CP_p","CP_p_BH","DAVID_count","DAVID_p","DAVID_p_BH","rppa_count_DAVID","rppa_count_CP","rna_count_DAVID","rna_count_CP"
"545","BP","GO:0098581","detection of external biotic stimulus",8,1.23442326544127e-05,0.000284634480867645,11,1.37117162731014e-06,3.74133825472578e-05,1,1,10,7
"546","BP","GO:0061037","negative regulation of cartilage development",9,6.75376040555717e-05,0.00112787798772805,11,9.48990089977827e-06,0.000212426389594955,3,2,8,7
"547","BP","GO:0035115","embryonic forelimb morphogenesis",11,1.1316546261008e-05,0.000265243961486082,11,8.32333299021477e-05,0.00147818486850115,0,3,11,8
"548","BP","GO:0008207","C21-steroid hormone metabolic process",10,0.000216506994138242,0.00268448579274887,11,0.000112596636846446,0.00193967919495941,2,1,9,9
"549","BP","GO:0048048","embryonic eye morphogenesis",11,1.1316546261008e-05,0.000265243961486082,11,0.000150257793894132,0.00249234110853669,0,1,11,10
"550","BP","GO:0032689","negative regulation of interferon-gamma production",10,2.75922451649973e-05,0.000546122067265724,11,0.00019799539831398,0.00316011183708753,1,3,10,7
"551","BP","GO:0045824","negative regulation of innate immune response",13,0.000156286224752973,0.00209847634442183,11,0.000423403107663766,0.00607734656265368,3,0,8,13
"552","BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus",13,0.000329768246544234,0.00374953512666466,11,0.000423403107663766,0.00607734656265368,0,2,11,11
"553","BP","GO:0032964","collagen biosynthetic process",14,8.64490039954026e-06,0.000215880129603473,11,0.000423403107663766,0.00607734656265368,3,0,8,14
"554","BP","GO:0006775","fat-soluble vitamin metabolic process",11,9.04976938491387e-05,0.00140996990066996,11,0.000534604658281592,0.00741838582012133,1,0,10,11
"555","BP","GO:0003170","heart valve development",15,2.44748643994352e-05,0.000493561039058799,11,0.000668927313962762,0.00899728150680068,0,3,11,12
"556","BP","GO:0046850","regulation of bone remodeling",11,0.000293214485895014,0.00342126247297588,11,0.00124749771005256,0.0154899388958954,2,2,9,9
"557","MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",8,0.00264818048467077,0.0301278504415442,11,0.00125453242508351,0.0351992544663394,0,0,11,8
"558","BP","GO:0090102","cochlea development",12,0.000157046992634919,0.00210340633744614,11,0.00182210432421154,0.0215632353700753,0,2,11,10
"559","BP","GO:1900047","negative regulation of hemostasis",13,3.39023745547258e-05,0.00064019183611468,11,0.00218053339003682,0.0250258508769943,0,1,11,12
"560","BP","GO:0030850","prostate gland development",12,4.89600197638107e-05,0.000875058012099679,11,0.00218053339003682,0.0250258508769943,0,0,11,12
"561","BP","GO:0010463","mesenchymal cell proliferation",12,6.27911079472793e-05,0.00107206287817975,11,0.00218053339003682,0.0250258508769943,0,1,11,11
"562","BP","GO:0030195","negative regulation of blood coagulation",12,0.000126260838114871,0.00176632963059129,11,0.00218053339003682,0.0250258508769943,0,0,11,12
"563","BP","GO:0050710","negative regulation of cytokine secretion",13,0.00136738826782599,0.0112941621379631,11,0.00306683790174499,0.0336595986696219,0,1,11,12
"564","BP","GO:0035272","exocrine system development",12,0.000126260838114871,0.00176632963059129,11,0.00306683790174499,0.0336595986696219,0,0,11,12
"565","BP","GO:0050819","negative regulation of coagulation",12,0.00019402770512924,0.0024340001319499,11,0.00360645678757764,0.0382371956736967,0,1,11,11
"566","BP","GO:0061005","cell differentiation involved in kidney development",13,8.43373346039191e-05,0.0013493973536627,11,0.00360645678757764,0.0382371956736967,0,1,11,12
"567","BP","GO:0001910","regulation of leukocyte mediated cytotoxicity",13,0.000549345667272705,0.00563474711306207,11,0.00421865731954158,0.043629402338965,0,0,11,13
"568","BP","GO:0014855","striated muscle cell proliferation",13,0.00429965779460725,0.0278790190711681,11,0.00490994279411227,0.0494208406545847,0,0,11,13
"569","BP","GO:0050918","positive chemotaxis",12,0.00184892377186252,0.0143405640592646,11,0.00490994279411227,0.0494208406545847,0,0,11,12
"570","BP","GO:0060688","regulation of morphogenesis of a branching structure",12,0.000608761957664159,0.00609217959130574,11,0.00490994279411227,0.0494208406545847,0,0,11,12
"571","BP","GO:0045071","negative regulation of viral genome replication",12,0.0010057191689296,0.00883974216901276,11,0.00490994279411227,0.0494208406545847,0,2,11,10
"572","BP","GO:0036075","replacement ossification",10,1.33383779681738e-05,0.000300760725155785,10,0.000101774515450189,0.0017684401437591,0,0,10,10
"573","BP","GO:0001958","endochondral ossification",10,1.33383779681738e-05,0.000300760725155785,10,0.000101774515450189,0.0017684401437591,2,2,8,8
"574","CC","GO:0008305","integrin complex",10,3.58713976115406e-05,0.000723167375848658,10,0.000332444074870816,0.00652972386890971,1,2,9,8
"575","BP","GO:0034142","toll-like receptor 4 signaling pathway",9,0.000310192271179924,0.00358027537189096,10,0.000349730788544827,0.00515947975028652,1,1,9,8
"576","BP","GO:1903670","regulation of sprouting angiogenesis",17,0.00904568704644258,0.0482149361266908,10,0.000349730788544827,0.00515947975028652,1,0,9,17
"577","CC","GO:0098636","protein complex involved in cell adhesion",10,9.00813556108279e-05,0.00168151863806879,10,0.00072412012132128,0.011414244189666,0,1,10,9
"578","BP","GO:0010712","regulation of collagen metabolic process",13,1.58323893745977e-05,0.000351071737833404,10,0.00120743279510813,0.0150883474292606,1,0,9,13
"579","BP","GO:0030225","macrophage differentiation",12,4.89600197638107e-05,0.000875058012099679,10,0.00149920524148717,0.0181446261685513,1,0,9,12
"580","BP","GO:1905207","regulation of cardiocyte differentiation",14,0.00017883493895716,0.00229183192754691,10,0.00149920524148717,0.0181446261685513,0,1,10,13
"581","BP","GO:0001974","blood vessel remodeling",10,0.000678430658668212,0.00662223353112304,10,0.0018449987845043,0.0217679364283166,0,0,10,10
"582","BP","GO:0033628","regulation of cell adhesion mediated by integrin",11,0.000293214485895014,0.00342126247297588,10,0.00225167282370939,0.0256512324845628,1,0,9,11
"583","BP","GO:0070169","positive regulation of biomineral tissue development",11,0.000362238670693082,0.00402453940994559,10,0.00327712223174978,0.0353563262876226,0,0,10,11
"584","MF","GO:0071837","HMG box domain binding",9,2.61196912453554e-07,1.28149735172525e-05,9,1.51779957061483e-05,0.000850696313340227,2,0,7,9
"585","BP","GO:0098543","detection of other organism",6,0.00018440776716051,0.00235196923080135,9,1.81987676462762e-05,0.000380041567511591,3,0,6,6
"586","BP","GO:0060065","uterus development",9,8.938104747218e-06,0.000220116275433793,9,3.05012968085868e-05,0.00060566523402128,0,0,9,9
"587","BP","GO:0032331","negative regulation of chondrocyte differentiation",8,3.35275753680929e-05,0.000637620508067931,9,4.90585752161502e-05,0.000935045974160609,0,0,9,8
"588","BP","GO:0034110","regulation of homotypic cell-cell adhesion",9,4.72738665245561e-05,0.000853484941578473,9,0.000239464319089588,0.00373261416469117,1,0,8,9
"589","BP","GO:0010543","regulation of platelet activation",9,0.000176506427334425,0.00227838248230717,9,0.00137143128357196,0.0168109146523416,0,0,9,9
"590","BP","GO:0061036","positive regulation of cartilage development",9,0.000235593961099784,0.00285508521470471,9,0.00137143128357196,0.0168109146523416,0,0,9,9
"591","BP","GO:0030224","monocyte differentiation",11,2.18406802483746e-05,0.000445483187966846,9,0.00137143128357196,0.0168109146523416,0,1,9,10
"592","BP","GO:0033280","response to vitamin D",10,0.000277058809614314,0.00327566875791791,9,0.00137143128357196,0.0168109146523416,0,0,9,10
"593","BP","GO:2000108","positive regulation of leukocyte apoptotic process",8,0.000575100803164586,0.00582045445650517,9,0.00174295873627616,0.0207872359368556,0,0,9,8
"594","BP","GO:0002042","cell migration involved in sprouting angiogenesis",17,0.000311724411428989,0.00358248441865918,9,0.00174295873627616,0.0207872359368556,1,0,8,17
"595","BP","GO:1903053","regulation of extracellular matrix organization",12,1.64994011413974e-05,0.000362851027570485,9,0.00174295873627616,0.0207872359368556,1,0,8,12
"596","BP","GO:0032965","regulation of collagen biosynthetic process",12,2.89833651117676e-05,0.000562392438503183,9,0.00218963917455454,0.0250936511417656,1,0,8,12
"597","BP","GO:0048333","mesodermal cell differentiation",10,9.68491960553714e-05,0.00146962298760262,9,0.00218963917455454,0.0250936511417656,1,0,8,10
"598","BP","GO:0002755","MyD88-dependent toll-like receptor signaling pathway",9,0.000828644270006664,0.00763495686019933,9,0.00218963917455454,0.0250936511417656,1,0,8,9
"599","BP","GO:0031670","cellular response to nutrient",13,0.00136738826782599,0.0112941621379631,9,0.0027214506456646,0.0302489176953534,1,1,8,12
"600","BP","GO:0003338","metanephros morphogenesis",9,0.000518192414451621,0.00534598506337734,9,0.0027214506456646,0.0302489176953534,2,0,7,9
"601","BP","GO:0045124","regulation of bone resorption",9,0.00103269002862947,0.0089011217951547,9,0.00334889569271214,0.035926893609082,1,0,8,9
"602","BP","GO:2000826","regulation of heart morphogenesis",10,0.000351141820004671,0.00394223085316169,9,0.00493494157997878,0.0496052791388236,0,0,9,10
"603","BP","GO:0003179","heart valve morphogenesis",12,0.000290595342253841,0.00340557348465905,9,0.00493494157997878,0.0496052791388236,0,0,9,12
"604","BP","GO:0016045","detection of bacterium",5,0.00116123054203219,0.00980350081614541,8,0.000110681511241312,0.00191485792557156,0,0,8,5
"605","BP","GO:0038084","vascular endothelial growth factor signaling pathway",10,0.000167457036604386,0.00218265952100936,8,0.000267640063090714,0.00409225668202695,0,0,8,10
"606","BP","GO:0071295","cellular response to vitamin",9,0.000235593961099784,0.00285508521470471,8,0.000793098120065405,0.0104512395841396,1,0,7,9
"607","BP","GO:0033688","regulation of osteoblast proliferation",8,0.000432741222108195,0.0046067113365462,8,0.00108496791327325,0.0138017428600491,1,0,7,8
"608","BP","GO:0072012","glomerulus vasculature development",8,0.00011587617599223,0.00166304943967979,8,0.00108496791327325,0.0138017428600491,1,0,7,8
"609","MF","GO:0005540","hyaluronic acid binding",7,0.000450668298438313,0.00786165809497947,8,0.00125867784948668,0.034694028790901,0,3,8,4
"610","BP","GO:0061437","renal system vasculature development",8,0.000166116922183206,0.00218115192173723,8,0.00145487573573035,0.017798451557628,0,3,8,5
"611","BP","GO:0002507","tolerance induction",8,0.000432741222108195,0.0046067113365462,8,0.00145487573573035,0.017798451557628,2,0,6,8
"612","BP","GO:0061440","kidney vasculature development",8,0.000166116922183206,0.00218115192173723,8,0.00145487573573035,0.017798451557628,1,0,7,8
"613","BP","GO:0033687","osteoblast proliferation",8,0.000972650366120823,0.00864865816397617,8,0.00145487573573035,0.017798451557628,0,0,8,8
"614","BP","GO:0035456","response to interferon-beta",8,0.000432741222108195,0.0046067113365462,8,0.00191616336450367,0.0224357089455989,0,0,8,8
"615","BP","GO:0071379","cellular response to prostaglandin stimulus",7,0.000577253155304593,0.00582045445650517,8,0.00191616336450367,0.0224357089455989,0,0,8,7
"616","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration",14,0.00115922039359666,0.00980350081614541,8,0.00191616336450367,0.0224357089455989,0,0,8,14
"617","BP","GO:0033081","regulation of T cell differentiation in thymus",7,0.00140990098242829,0.0115206587921969,8,0.00248306489783026,0.0280953447229575,1,0,7,7
"618","BP","GO:0045671","negative regulation of osteoclast differentiation",8,0.000575100803164586,0.00582045445650517,8,0.00248306489783026,0.0280953447229575,2,0,6,8
"619","BP","GO:0060512","prostate gland morphogenesis",8,0.000432741222108195,0.0046067113365462,8,0.00317059043957411,0.0344541554690825,2,0,6,8
"620","BP","GO:0032490","detection of molecule of bacterial origin",7,1.23796256292522e-06,4.35189257618455e-05,7,3.71293346311123e-05,0.000728310232011586,2,0,5,7
"621","CC","GO:0005583","fibrillar collagen trimer",7,3.00385463979855e-06,0.000100929515897231,7,0.000136990303360028,0.00293312443425719,0,2,7,5
"622","CC","GO:0098643","banded collagen fibril",7,3.00385463979855e-06,0.000100929515897231,7,0.000136990303360028,0.00293312443425719,1,0,6,7
"623","BP","GO:0071360","cellular response to exogenous dsRNA",6,0.00102582476231892,0.0089011217951547,7,0.000246743624703003,0.00383849306109085,1,0,6,6
"624","BP","GO:0046851","negative regulation of bone remodeling",6,0.00018440776716051,0.00235196923080135,7,0.000246743624703003,0.00383849306109085,0,1,7,5
"625","BP","GO:0071305","cellular response to vitamin D",8,0.00011587617599223,0.00166304943967979,7,0.000403141893611854,0.00582860148273723,2,0,5,8
"626","BP","GO:0010715","regulation of extracellular matrix disassembly",7,7.90965954277039e-05,0.00128477874153693,7,0.000403141893611854,0.00582860148273723,1,0,6,7
"627","MF","GO:0005161","platelet-derived growth factor receptor binding",7,2.98965254183077e-05,0.000838796722705363,7,0.000549436933305399,0.0185828446293894,2,0,5,7
"628","BP","GO:0090330","regulation of platelet aggregation",7,0.000192677195759976,0.00242274572739132,7,0.000937398093677145,0.0121641184406887,1,0,6,7
"629","MF","GO:0008329","signaling pattern recognition receptor activity",7,0.000138346640988984,0.00319417979930448,7,0.00118896822755322,0.0339973648158002,1,0,6,7
"630","MF","GO:0038187","pattern recognition receptor activity",7,0.000211638375276056,0.00455163324021111,7,0.00118896822755322,0.0339973648158002,2,0,5,7
"631","BP","GO:0019883","antigen processing and presentation of endogenous antigen",6,0.000302383636329014,0.00350528883414805,7,0.00135302281834502,0.016662560503511,0,0,7,6
"632","BP","GO:0003416","endochondral bone growth",6,0.00568616365899488,0.0340659849704806,7,0.00189571419601373,0.0222308201597631,1,0,6,6
"633","BP","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",14,0.00101089121177679,0.00886909072821131,7,0.00189571419601373,0.0222308201597631,0,0,7,14
"634","BP","GO:0034104","negative regulation of tissue remodeling",6,0.00144239854559839,0.0116967797081605,7,0.00189571419601373,0.0222308201597631,0,0,7,6
"635","BP","GO:0035455","response to interferon-alpha",7,0.000411127508452002,0.00448380694932143,7,0.00189571419601373,0.0222308201597631,1,1,6,6
"636","BP","GO:0042359","vitamin D metabolic process",8,5.22331252231613e-05,0.000929028876103689,7,0.00189571419601373,0.0222308201597631,0,0,7,8
"637","BP","GO:0046697","decidualization",8,0.000166116922183206,0.00218115192173723,7,0.00258828416438122,0.0289870480581558,2,0,5,8
"638","BP","GO:0046688","response to copper ion",8,0.00124067087703757,0.0104247565517119,7,0.00451917913349086,0.0461427243312551,1,0,6,8
"639","BP","GO:0072606","interleukin-8 secretion",11,3.73811167885202e-06,0.000110395932504926,7,0.00451917913349086,0.0461427243312551,1,0,6,11
"640","BP","GO:0030647","aminoglycoside antibiotic metabolic process",6,2.74484044979559e-05,0.0005452946975356,6,0.000286734493364912,0.00435078834057878,2,1,4,5
"641","MF","GO:0048407","platelet-derived growth factor binding",6,6.15941774353121e-05,0.0014651948268703,6,0.000821158900340277,0.024972104723081,0,0,6,6
"642","BP","GO:1900746","regulation of vascular endothelial growth factor signaling pathway",7,0.000577253155304593,0.00582045445650517,6,0.000919758071414895,0.0119556170202154,0,0,6,7
"643","BP","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus",7,0.000792562412317029,0.00740463904094791,6,0.00147506870980904,0.0179352205866661,0,2,6,5
"644","BP","GO:0031581","hemidesmosome assembly",6,5.65655329544066e-05,0.000994362526672199,6,0.00147506870980904,0.0179352205866661,0,1,6,5
"645","BP","GO:1903672","positive regulation of sprouting angiogenesis",11,0.00249830157831784,0.0180906824316132,6,0.00224277188802051,0.0256229832949457,0,1,6,10
"646","BP","GO:0048935","peripheral nervous system neuron development",6,0.00010598304687361,0.00155816294880995,6,0.00224277188802051,0.0256229832949457,1,0,5,6
"647","BP","GO:0048934","peripheral nervous system neuron differentiation",6,0.00010598304687361,0.00155816294880995,6,0.00224277188802051,0.0256229832949457,0,0,6,6
"648","BP","GO:0045986","negative regulation of smooth muscle contraction",5,0.00258805652077032,0.0185148246947746,6,0.0032647885515846,0.0352722971184418,0,0,6,5
"649","BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity",7,0.000192677195759976,0.00242274572739132,6,0.0032647885515846,0.0352722971184418,1,1,5,6
"650","BP","GO:0060973","cell migration involved in heart development",7,0.000192677195759976,0.00242274572739132,6,0.0032647885515846,0.0352722971184418,0,2,6,5
"651","BP","GO:0001774","microglial cell activation",10,0.00208293344265175,0.0157220286970776,6,0.00458349313983477,0.0467265593969267,1,0,5,10
"652","BP","GO:0042448","progesterone metabolic process",5,0.00498129954700671,0.0307461387422882,6,0.00458349313983477,0.0467265593969267,0,0,6,5
"653","BP","GO:0002483","antigen processing and presentation of endogenous peptide antigen",5,0.000721544085716117,0.00692441451684441,6,0.00458349313983477,0.0467265593969267,0,0,6,5
"654","BP","GO:0046007","negative regulation of activated T cell proliferation",5,0.000721544085716117,0.00692441451684441,5,0.00347058257435918,0.0369174818817338,1,0,4,5
